ItemCode	Warehouse	NET_AFTER_1	NET_AFTER_2	NET_AFTER_3	NET_AFTER_4	NET_AFTER_5	NET_AFTER_6
PM0000079	BH-PC	18081	11692	836	13663	18827	8845
PM0000003	BH-PC	3250.31	3078.31	2458.94	2872.81	2492	837
PM0000075	BH-PC	380591.34	287727.85	200228.4	127421.47	50056.6	-422.66
PM0000107	BH-PC	34727	34457	33868	33933	31280	-5947
PM0000108	BH-PC	39929	29674	29063	34558	31280	-5947
RM0000001	BH-PC	8776.43	16993.92	15036.01	12194.56	24339.42	-5782.53
FG0000028	BH-PF	5288	6264	6264	6264	6264	5074
PM0000228	BH-NM	0	0	0	0	-327	0
PM0000228	BH-PC	7473	7528	6348	7482	6791	0
PM0000079	BH-NM	0	0	0	-16000	-2400	0
PM0000408	BH-BS	-162094	-132094	-75090	-50000	2290	-27000
PM0000408	BH-PC	36344	36344	28208	31870	36342	27000
PM0000113	BH-BS	-4223	-1906	-1505	-3994	-914	0
PM0000113	BH-PC	20	60	60	60	-1220	-4
PM0000121	BH-PC	26443	20222	12249	21238	19588	26622
PM0000386	BH-PC	47170	42596	42576	46728	45377	10000
PM0000385	BH-PC	46018	41434	41314	46728	45377	10000
PM0000657	BH-PC	1280.81	1196.81	575	1032	1225	1125
PM0000074	BH-PC	63068.86	56199.62	45210.4	42255.83	33328.14	-7.57
FG0000150	BH-PF	2312	2312	2168	2312	2312	-12
RM0000002	BH-PC	-9243.41	5676.86	-2716.11	-15548.67	-10761.06	0
PM0000194	BH-PC	12536	4669	9175	16417	-4478	-107
PM0000015	BH-PC	36399	28149	29516	32666	29256	-300
PM0000014	BH-PC	54462	44317	47447	53417	50456	-310
PM0000006	BH-PC	1623.6	1330.4	1648.4	1620.4	1303.4	996
FG0000028	BH-EC	-5759	-8	-5	-66	0	0
FG0000150	BH-EC	-9700	-2649	0	0	-64	0
FG0000004	BH-PF	-834	160	160	160	156	0
FG0000004	BH-EC	-2447	-14	0	0	0	0
FG0000032	BH-PF	1464	1464	1464	-956	824	0
FG0000032	BH-EC	-4464	-32	0	0	0	0
PM0000117	BH-BS	-549	-2049	-6949	-16570	-12500	0
PM0000117	BH-PC	18417	18441	19428	19549	18349	5975
PM0000468	BH-PC	19863	15845	11548	11572	13556	-135
PM0000118	BH-PC	16639	16663	17860	17860	18160	5980
PM0000187	BH-PC	12717	10241	12180	12180	2480	0
PM0000182	BH-PC	-94.83	-10.83	14	19	-181	-8
PM0000193	BH-PC	39034	39166	38609	42646	39454	0
FG0000047	BH-PF	2	2	2	2	2	0
FG0000047	GP-FG	-4565	-359	-6132	-3850	-2138	0
FG0000374	BH-PF	0	0	-388	0	0	0
FG0000374	GP-FG	-108	-28	-812	-480	-284	0
FG0000404	BH-PF	0	0	0	0	0	0
FG0000404	GP-FG	8	-827	-333	-13	-1918	0
FG0000032	GP-FG	-671	-27	-22	-34	-5036	0
FG0000033	GP-FG	-12030	-1668	-4160	-2170	-5436	0
FG0000146	GP-FG	-1805	-53	19	-422	-1634	0
FG0000407	GP-FG	0	-18920	-459	-6	-3845	0
FG0000145	GP-FG	4	-696	-648	-2619	-872	0
FG0000028	GP-FG	-13976	-1206	-1895	-2770	-7114	0
FG0000005	GP-FG	-24156	-6679	-11960	-2705	-17654	0
FG0000003	GP-FG	-1737	-96	478	-1374	42	0
PM0000076	BH-PC	7927	7812	8091	8061	7010	0
PM0000078	BH-PC	430	-161	-2004	-1703	-358	-20
PM0000031	BH-PC	3885	3864	4003	3722	2025	0
PM0000008	BH-PC	-74	130	113	110	134	0
FG0000414	GP-FG	2	-430	-1626	-910	-142	0
FG0000015	BH-PF	130	395	433	442	-1318	-50
FG0000042	GP-FG	-1082	-4670	-1732	-1507	-2704	0
FG0000150	GP-FG	-13015	-12670	-13711	-8178	-11564	0
FG0000009	GP-FG	-1841	-1109	-2135	-1280	-3615	0
FG0000008	GP-FG	-2101	-1642	-555	-473	-3157	0
FG0000074	GP-FG	-88	-356	-1479	-1223	-515	0
FG0000142	GP-FG	-15	-467	-3671	-3927	-6843	0
FG0000004	GP-FG	2486	1793	2099	2207	-2437	0
FG0000151	GP-FG	-3502	-4321	-5305	-252	-1288	0
FG0000143	GP-FG	-429	-716	-962	-369	-352	0
FG0000023	GP-FG	-1788	258	-2115	-2924	-1551	-45
FG0000081	GP-FG	-12262	-20	-214	-44	-9651	0
FG0000297	GP-FG	-623	-5	75	95	-664	0
FG0000030	GP-FG	-624	-624	-38524	-4	-54550	0
FG0000053	GP-FG	-27	0	-331	-23	-1831	0
FG0000306	GP-FG	-6758	-7438	-2013	-13	-3086	0
FG0000405	GP-FG	46	-1349	-1595	-2590	-1482	0
FG0000226	GP-FG	-1093	-27	-2186	-765	-2469	0
FG0000128	GP-FG	-278	-13	-1	-268	-602	0
FG0000011	GP-FG	-1139	-692	-7199	-158	-3032	0
FG0000189	GP-FG	1667	1667	-3459	909	909	0
FG0000383	BH-PF	-202	1	5	-19	-335	0
FG0000178	GP-FG	46	-148	-46	88	-873	0
FG0000038	GP-FG	820	920	920	-90	-4359	0
FG0000192	GP-FG	0	-1500	-165	-4	-1247	0
SC0000064	GP-FG	-551	-551	-550	-343	-223	0
PM0000466	GP-FG	348	348	348	96	-4	0
PM0000851	BH-PM	29406	29406	29406	29406	7956	0
FG0000008	BH-GR	-3	-1	-1357	-1535	-1616	0
RM0000066	BH-GJ	0	0	0	0	0	0
RM0000016	BH-CRUDE	-109709.29	-846568.76	-527616.38	-1864.91	-205571.7	0
FG0000042	BH-EC	-4544	-3601	-28	-208	-544	0
FG0000042	BH-PF	-4907	-2399	108	-836	108	-11
FG0000161	GP-FG	-5	-77	-1211	-966	-725	0
FG0000161	BH-PF	13	13	-1754	-49	-35	0
PM0000226	BH-PM	-13800	-7800	4200	4200	0	300
PM0000894	BH-PM	21900	21900	21900	21900	0	0
PM0000890	BH-PM	0	0	0	0	-2500	0
PM0000859	BH-PM	2000	2000	2000	2000	0	0
PM0000430	BH-PM	0	0	0	0	-1000	0
PM0000868	BH-PM	0	0	0	0	-1000	0
RM0000015	BH-GJ	157.39	157.39	157.39	157.39	-315292.85	-846.15
RM0000015	BH-LO	148580.75	148580.75	148580.75	148580.75	103185.19	0
RM0000066	BH-LO	224275.59	224275.59	224275.59	224275.59	103274.59	0
PM0000228	BH-WST	46	20	39	59	0	0
PM0000468	BH-WST	4256	3941	3591	2153	1675	135
PM0000863	BH-PC	5501	4478	3194	5077	3990	0
PM0000863	BH-WST	628	518	628	298	52	0
PM0000226	BH-PC	14825	14640	13830	15340	14895	0
PM0000226	BH-WST	119	-61	119	-201	94	0
PM0000229	BH-PC	303.8	300.8	107.6	333.6	170.6	0
PM0000229	BH-WST	192.8	192.8	188.8	192.8	135.8	0
PM0000053	BH-PC	5352	11177	11241	10457	10276	-32
PM0000053	BH-WST	6920	6740	7026	6629	6031	9
PM0000045	BH-PC	40894	41014	34496	39697	39395	-162
PM0000045	BH-WST	0	-40	-60	-280	-11	-488
PM0000884	BH-PC	204.06	204.06	204.06	204.06	121.63	0
PM0000884	BH-WST	248.22	248.22	248.22	248.22	172.51	0
PM0000013	BH-PC	-20	1404.25	1590.25	1318	1265	-5.75
PM0000013	BH-WST	1820.25	1777.25	1871.25	1822.25	1735.25	0
PM0000121	BH-WST	20780	19955	19321	20444	18925	208
PM0000003	BH-WST	656.52	599.52	704.5	739.52	722.52	3
PM0000075	BH-WST	5724.13	5647.13	6030.2	5995.45	5943.45	0
PM0000107	BH-WST	390	260	1988	-679	1786	187
PM0000108	BH-WST	3241	3096	5293	2432	4122	187
PM0000079	BH-WST	8458	5629	9794	9468	6776	394
PM0000080	BH-PC	1001	931	978	1015	471	0
PM0000080	BH-WST	1687	1667	1689	1626	1665	0
PM0000082	BH-PC	1274.25	1263.25	783.75	792.75	1022.75	0
PM0000082	BH-WST	744	734	752	754	732	0
PM0000078	BH-WST	7147	7133	6940	6651	6365	0
PM0000076	BH-WST	3139	3070	3157	3081	2983	0
PM0000048	BH-PC	4456	3414	1220	4305	3280	-1086
PM0000048	BH-WST	-152	-542	-22	-55	-410	-3618
PM0000047	BH-PC	3826	2766	1424	3535	1873	-2108
PM0000047	BH-WST	-150	-522	-27	-65	-56	-3297
PM0000851	BH-PC	107149	108502	110367	98629	59702	0
PM0000851	BH-WST	43068	42877	43145	42777	27589	0
PM0000235	BH-PC	42958	40076	40325	35960	15442	-62
PM0000235	BH-WST	23383	19885	25629	24888	25728	0
PM0000020	BH-PC	33062	33062	33062	30072	-21162	0
PM0000020	BH-WST	33904	33904	33903	32834	24147	0
PM0000019	BH-PC	28571	28571	28571	25251	-21197	0
PM0000019	BH-WST	34394	34394	34394	33844	24182	0
PM0000408	BH-WST	2164	2164	2083	2083	1991	0
PM0000469	BH-PC	14942	14569	11759	17228	16672	-23
PM0000469	BH-WST	4777	4564	4900	4991	4986	0
PM0000194	BH-WST	12570	12007	11363	13150	10711	107
PM0000015	BH-WST	5938	4408	6763	8389	5219	300
PM0000014	BH-WST	5313	3378	6054	7253	6013	310
PM0000006	BH-WST	360.8	344.8	475.8	471.8	435.8	4
PM0000251	BH-PC	298	314	276	42	-501	0
PM0000251	BH-WST	664	655	651	631	596	0
PM0000091	BH-PC	7503	7503	6983	7903	6073	0
PM0000091	BH-WST	1096	1096	982	482	322	0
PM0000090	BH-PC	7481	7481	6961	7881	6051	0
PM0000090	BH-WST	1119	1119	1004	504	344	0
PM0000057	BH-PC	4471	4434	4359	4097	4091	0
PM0000057	BH-WST	2229	2226	2229	2224	2184	0
PM0000085	BH-PC	40296	45931	43222	45848	43378	32635
PM0000085	BH-WST	7332	7053	7016	7122	5314	365
PM0000036	BH-PC	7842	7842	7842	6952	5964	0
PM0000036	BH-WST	2266	2266	2266	1886	1844	0
PM0000035	BH-PC	4270	4270	4270	4270	4260	0
PM0000035	BH-WST	1868	1868	1868	1798	1748	0
PM0000054	BH-PC	15450	-1846	-136	9063	12390	-4
PM0000054	BH-WST	11014	3373	11779	10874	7547	0
PM0000018	BH-PC	63253	55441	58863	66423	65738	0
PM0000018	BH-WST	6365	6235	6222	4792	3569	0
PM0000017	BH-PC	67539	56693	60120	67478	66263	0
PM0000017	BH-WST	5379	5239	4965	4365	3372	0
PM0000060	BH-PC	12077	10773	17199	11459	9725	14450
PM0000060	BH-WST	1271	989	2189	2014	1792	-1970
PM0000182	BH-WST	79.51	79.51	71.5	62.5	42.5	8
PM0000470	BH-PM	0	0	-1875	0	-22425	0
PM0000470	BH-BS	0	-1000	-14020	-3350	-13500	0
PM0000053	BH-PM	-1250	-3330	0	-9500	-8037	0
PM0000053	BH-BS	-12851	-5516	-505	-3540	-26074	0
PM0000851	BH-BS	-44682	-38784	-34392	-25295	0	0
PM0000013	BH-PM	-4170	-3404	-4830	-1790	-12713	0
PM0000013	BH-BS	-110	-914	-612	-2250	0	0
PM0000013	GP-FG	-95	-85	-35	5	-25	0
PM0000825	BH-BS	-772	-476	-878	-1027	-582	0
PM0000825	GP-FG	50	50	50	50	40	0
PM0000593	BH-PM	-1741	-1741	-1741	-748	-1020	0
PM0000593	GP-FG	8	8	8	8	8	0
RM0000003	BH-GJ	0	0	0	-44021.93	0	0
RM0000003	BH-LO	5130.69	-16902.94	-54844.96	-108316.8	-124432.49	0
FG0000324	GP-FG	-2088	-10237	-11686	-6819	-1842	0
PM0000765	BH-PM	0	0	-1550	-1487	-3060	0
PM0000765	BH-BS	-2870	-2045	-970	-500	0	0
PM0000051	BH-PM	-1500	0	-5600	-3000	-3000	-1500
PM0000051	BH-BS	-1100	-1700	-543	-1250	50	0
PM0000589	BH-PM	-632	-237	-237	-137	-137	0
PM0000589	BH-BS	0	-120	-120	-156	0	0
PM0000873	BH-NM	0	0	0	0	-96	0
PM0000873	BH-BS	0	0	-52	-81	-33	0
PM0000875	BH-NM	0	0	0	0	-88	0
PM0000875	BH-BS	0	0	-64	-76	-44	0
PM0000393	BH-PM	-5000	-5000	-5000	-5000	-5000	0
PM0000393	BH-BS	-6050	0	0	0	0	0
RM0000025	BH-PC	-4493.18	3937.8	203.21	-20459.08	-31994.42	-4
PM0000891	BH-PC	843.82	843.82	843.82	843.82	364.8	0
PM0000005	BH-PC	4781.88	4791.88	5201.92	4441.92	-9307.08	2951.58
FG0000194	BH-PF	20283	20283	20283	19083	1503	-1526
PM0000466	BH-PC	7507	7514	7357	7335	5894	0
PM0000660	BH-PC	103.89	102.91	97.92	94.37	81.61	0
PM0000629	BH-PC	6230	6072	6164	5636	5018	0
FG0000316	BH-PF	-127	-23	26	-116	-2244	0
PM0000891	BH-PM	3470	3470	3470	3470	412.44	0
PM0000468	BH-PM	-3015	-3330	0	-9495	-12822	0
PM0000041	BH-BS	-900	-3650	0	0	-5500	0
PM0000041	BH-PC	8112	8062	7482	4732	8040	5100
PM0000042	BH-BS	-900	-3650	0	-600	-5582	0
PM0000042	BH-PC	8600	8550	8010	5860	8600	5100
PM0000057	BH-BS	-1664	-9414	-23000	-5626	9900	-21
PM0000075	BH-BS	-24000	-68000	-26800	-24500	-12600	0
PM0000335	BH-BS	-1080	-216	0	0	-4138	0
PM0000335	BH-PC	2757	2708	2908	2776	3226	0
PM0000765	BH-PC	2157	2132	2121	2148	2148	0
PM0000051	BH-PC	1726	1696	1633	1726	1448	1500
PM0000052	BH-BS	-2300	-2900	-1743	-3800	-2500	0
PM0000052	BH-PC	1981	1931	1863	1981	1708	1500
PM0000118	BH-BS	-69	-1569	-6669	-13169	-11700	0
PM0000884	BH-BS	0	0	0	-307.8	-97.2	0
PM0000588	BH-BS	-150	-91	-91	-264	-63	0
PM0000588	BH-PC	20	14	-236	-117	20	-9
PM0000589	BH-PC	-25	61	61	7	17	0
PM0000122	BH-BS	-4122	-1745	0	-4104	-6048	0
PM0000122	BH-PC	5133	4810	4662	4388	4048	0
PM0000766	BH-BS	-7500	-6614	-5394	-4854	-3654	0
PM0000766	BH-PC	2963	2901	2889	2894	2854	0
PM0000874	BH-BS	0	0	-52	-275	-126	0
PM0000874	BH-PC	382	382	382	357	353	0
PM0000876	BH-BS	0	0	-64	-76	-132	0
PM0000876	BH-PC	166	166	166	166	166	0
PM0000027	BH-BS	-5920	0	-14400	-15840	-9216	0
PM0000027	BH-PC	5794	4994	5774	5100	4716	0
PM0000006	BH-BS	-1072	-525	-1354	0	-439.8	0
PM0000009	BH-BS	-30	-72	-2	-260	-616	0
PM0000009	BH-PC	324	324	324	309	184	250
PM0000060	BH-BS	5500	2000	-73715	-19715	-50735	-12000
PM0000471	BH-BS	-3600	-2780	-1700	-470	-4550	0
PM0000471	BH-PC	6467	6464	6485	6321	3588	0
PM0000873	BH-PC	150	150	150	150	150	0
PM0000875	BH-PC	150	150	150	150	150	0
PM0000393	BH-PC	-2090	-920	-920	-720	2600	0
PM0000468	BH-BS	-55497	-32843	-7507	-14730	-1706	0
FG0000081	BH-EC	-8	-28	-9428	0	-18	0
RM0000037	BH-LO	3751.39	5870.73	3672.93	4799.5	-695	-5
RM0000037	BH-PC	-174.1	-1122.1	-38.6	-820.6	-708.6	-6.6
FG0000157	GP-FG	0	-696	-523	-348	-218	0
PM0000394	BH-PC	21607	23559	19460	21890	15974	-90
PM0000331	BH-PC	0	-68	-68	-886	-1314	0
PM0000332	BH-PC	0	-176	-176	-1072	-1440	0
PM0000729	BH-PC	416	1068	-5932	-4002	-6518	-90
PM0000590	BH-PC	0.34	-0.67	-0.67	-0.67	-250.67	-41.67
PM0000587	BH-PC	12116	12252	12252	11276	10924	0
FG0000105	BH-PF	265	265	265	265	265	0
FG0000226	BH-EC	-2595	-13	0	0	0	0
FG0000009	BH-EC	-933	-868	-1	0	-100	0
FG0000008	BH-EC	-2036	-21	-4	0	-100	0
FG0000151	BH-EC	-2197	-1247	0	0	0	0
FG0000005	BH-EC	0	-2350	-23	-1602	-80	0
FG0000106	BH-EC	-6280	-3756	-14	-350	0	0
PM0000251	BH-PM	0	0	0	-6804	-9030	0
FG0000250	BH-VA	0	0	0	0	0	0
FG0000005	BH-PF	927	927	927	-10993	927	0
FG0000402	GP-FG	0	0	-55	-5	-5	0
FG0000402	BH-PF	5	-15	5	5	5	0
FG0000386	BH-EC	0	-9	-3500	-4960	-4836	0
PM0000026	BH-PC	9521	7371	7891	9821	6021	7100
PM0000025	BH-PC	9100	6950	7520	9100	6600	7100
PM0000083	BH-PC	7311	7311	7290	7260	6806	0
PM0000403	BH-PC	3884	2864	3004	3030	440	2310
FG0000013	BH-PF	-1	1	1	1	0	0
FG0000030	BH-GR	-11160	-10956	-20346	-19334	-22251	0
PM0000498	BH-PC	7129	6955	6941	6941	6879	0
PM0000506	BH-PC	810	2814	8450	9250	9140	0
PM0000421	BH-PC	-365	-3061	134	134	72	0
PM0000422	BH-PC	135	-1561	134	134	72	0
PM0000128	BH-PC	416.67	384.33	388.54	388.54	385.96	-0.04
PM0000159	BH-PC	5124	1362	1581	3673	2985	0
PM0000158	BH-PC	4344	1172	1291	1483	3015	0
PM0000195	BH-PC	579	658	1164	1020	494	0
PM0000077	BH-BS	0	0	-462	-154	-36	0
FG0000383	BH-GR	0	0	0	0	-2	0
PM0000077	GP-FG	2	2	2	2	-12	-15
PM0000395	BH-PM	2831	-473	4243	5862	5652	0
PM0000395	GP-FG	28	28	28	28	-4	0
PM0000080	BH-PM	4278	4812	979	6646	-1971	0
PM0000080	GP-FG	7	7	7	7	0	0
PM0000500	BH-PM	3150	1050	50	50	0	0
PM0000499	BH-PM	3150	1050	50	50	0	0
PM0000504	BH-PM	0	-3700	-2100	-2100	-16000	0
PM0000503	BH-PM	0	-3700	-2100	-2100	-16000	0
FG0000299	GP-FG	502	-11330	-11751	-1447	-126	0
PM0000889	BH-PM	5500	5500	5500	5500	0	0
PM0000888	BH-PM	5500	5500	5500	5500	0	0
FG0000397	BH-PF	0	0	0	0	0	0
FG0000398	BH-PF	0	0	0	0	0	0
FG0000394	BH-PF	0	0	0	0	0	0
PM0000588	BH-NM	0	0	0	0	-66	0
FG0000194	BH-GR	-3	34	-117	-42	-76	0
FG0000299	BH-GR	168	20	20	-304	-400	0
FG0000005	BH-GR	-67	-79	-2754	-2515	-2714	0
RM0000003	BH-PC	1515.52	-11591.56	-9862.59	-33399.81	-44708.04	-653
PM0000411	BH-PC	4	-1	0	-459	-2647	0
FG0000030	BH-PF	200	199	200	200	200	0
FG0000398	GP-FG	0	0	0	0	0	0
FG0000397	GP-FG	1	1	0	0	0	0
FG0000394	GP-FG	3	3	0	0	0	0
FG0000105	GP-FG	-200	-438	-182	29	28	0
FG0000013	GP-FG	56.25	56.5	4.5	0.5	-5	0
PM0000080	BH-BS	-868	-619	-31	0	0	0
PM0000251	BH-BS	-2940	-21175	-3798	-9594	-1349	-161
PM0000006	BH-PM	1000	-6994	-9118	-1510	-8147	-1000
PM0000265	BH-PM	-3300	0	-3100	-3250	-3250	0
PM0000265	BH-BS	0	0	0	-170	-170	0
PM0000266	BH-PM	-3300	0	-3100	-3250	-3250	0
PM0000266	BH-BS	0	0	0	0	0	0
PM0000077	BH-PM	1847	-5975	-869	-6985	-604	0
PM0000254	BH-PM	-150	-4491	-3000	-2250	-1499	0
PM0000254	BH-BS	0	-165	-155	-109	0	0
PM0000078	BH-PM	-68400	-34200	0	0	-2000	0
PM0000078	BH-BS	-3597	-12500	-54541	-6000	0	0
PM0000008	BH-PM	-425	-1910	0	-175	-2809	0
PM0000008	BH-BS	-25	-123	-168	0	0	0
PM0000194	BH-PM	-34320	-25704	0	-32214	-1320	0
PM0000194	BH-BS	-35705	-25373	-6057	-3307	0	0
PM0000082	BH-BS	-706	-239	0	-2	-1022	0
PM0000864	BH-BS	0	-3000	-10000	0	-26400	0
PM0000864	BH-PC	33920	32070	33100	32660	33860	0
PM0000014	BH-BS	-40600	-25600	-48600	-15000	-48899	0
PM0000265	BH-PC	2199	2919	2919	3209	3209	0
PM0000266	BH-PC	2104	2604	2604	3104	3104	0
PM0000077	BH-PC	32	32	28	-33	-69	0
PM0000345	BH-BS	-5000	-5000	-5000	-5000	-4870	0
PM0000345	BH-PC	-630	-166	1802	3496	3478	0
PM0000344	BH-BS	-5000	-5000	-5000	-5000	-4870	0
PM0000344	BH-PC	-630	-166	1802	3496	3478	0
PM0000254	BH-PC	136.4	178.4	190.4	122.4	63.4	0
PM0000079	BH-BS	77000	59000	-121000	33000	57000	-15000
PM0000121	BH-BS	-35911	-7495	-6760	-42034	-24056	0
PM0000015	BH-BS	-27000	-9000	-21000	-5000	-15000	0
FG0000016	BH-PF	2	2	2	2	2	0
FG0000020	BH-PF	6	6	6	6	6	0
FG0000020	GP-FG	-41.5	58.75	48.75	4.75	3	0
FG0000016	GP-FG	17	84	42	25	-2	0
FG0000396	BH-PF	0	0	0	0	0	0
FG0000359	BH-GR	17	-28	-123	-223	-376	0
FG0000299	BH-PF	19830	19746	19890	18654	-16662	0
PM0000079	BH-PF	10	2	2	0	0	0
PM0000194	BH-PF	2	2	2	0	0	0
RM0000030	BH-PC	-239.81	-239.81	19.9	19.9	-1	0
RM0000030	BH-PF	0	0	0	0	0	0
PM0000588	BH-PM	-1225	-650	-400	-100	-100	0
PM0000003	GP-FG	54	54	54	54	10	0
PM0000871	BH-PM	0	0	0	0	-625	0
PM0000874	BH-PM	0	0	0	0	-150	0
PM0000873	BH-PM	0	0	0	0	-150	0
PM0000875	BH-PM	0	0	0	0	-150	0
PM0000876	BH-PM	0	0	0	0	-150	0
PM0000878	BH-PM	0	0	0	0	-1550	0
PM0000877	BH-PM	0	0	0	0	-1100	0
PM0000871	BH-BS	0	0	-118	-164	-118	0
PM0000878	BH-BS	0	0	-210	-418	0	0
PM0000877	BH-BS	0	0	-130	-568	-516	0
FG0000193	GP-FG	-5621	-2910	-907	-603	-201	0
FG0000031	GP-FG	-5980	-9861	-9416	-221	-6801	0
FG0000227	GP-FG	-4173	-2309	-31	-28	-10	0
FG0000116	GP-FG	-13	-474	-386	-127	-41	0
PM0000392	BH-PM	-5000	-5000	-5000	-5000	-5000	0
PM0000392	BH-BS	-7370	-4070	-4070	-4070	0	0
RM0000025	BH-LO	87706.01	48742.14	8804.15	-116179.24	-41773.55	4026.79
RM0000013	BH-LO	9139.43	-13268.43	2721.93	21521.93	25521.93	0
RM0000001	BH-LO	40209.03	7097.75	27634.43	12717.43	40175.71	0
RM0000002	BH-LO	-167239.22	-336532.56	-151932.51	-4075.68	-16156	0
PM0000469	BH-PM	-4500	0	0	0	-8787	0
PM0000469	BH-BS	-3068	-750	-14395	-10963	0	0
PM0000392	BH-PC	-770	3150	3150	3350	2600	0
PM0000874	BH-NM	0	0	0	0	-285	0
PM0000878	BH-PC	870	870	870	870	378	0
PM0000877	BH-PC	218	218	218	212	212	0
PM0000078	GP-FG	7	7	7	7	-4	-15
PM0000094	BH-PC	13323.35	14008	11508	9541	14657	-23
PM0000003	BH-PM	231	-3520	-1630	35	-3067	-1187
PM0000003	BH-BS	-903	-1646	-2273	-1450	-950	0
PM0000082	BH-PM	-1270	2000	-3440	3000	313	0
FG0000399	BH-PF	0	0	0	0	0	0
PM0000504	BH-BS	-4000	-4000	0	0	0	0
PM0000503	BH-BS	-4000	-4000	0	0	0	0
PM0000409	BH-PM	1300	1300	1315	1315	1315	0
PM0000409	BH-BS	-285	-285	-523	-496	-276	0
PM0000259	BH-BS	-184	-136	-601	-64	-62	0
PM0000259	GP-FG	0	0	0	0	0	0
PM0000082	GP-FG	-19	-19	61	61	61	0
PM0000832	BH-BS	0	0	0	0	-10	0
PM0000832	GP-FG	0	0	0	0	0	0
PM0000832	BH-PM	-68	-68	-68	-68	-48	42
PM0000594	BH-BS	137600	-30175	-23200	-301550	-131400	-25000
PM0000594	BH-SDL	53522	-16324	-1874	53522	-87125	25000
PM0000852	BH-BS	156753	28173	42745	-25267	-87000	-63600
PM0000852	BH-SDL	39730	1003	39730	21954	-51031	31010
FG0000008	BH-PF	835	-261	839	839	659	0
FG0000407	BH-PF	256	256	256	-1244	-1184	0
FG0000070	BH-PF	0	0	0	0	0	0
FG0000070	GP-FG	-354	-1034	28	-1522	-222	-10
FG0000226	BH-GR	0	0	-456	-470	-470	0
FG0000009	BH-GR	-2	-7	-607	-727	-769	0
FG0000106	BH-GR	-156	0	-315	-362	-363	0
FG0000151	BH-GR	-8	-6	-599	-644	-641	0
PM0000079	BH-PM	-213000	0	0	0	0	0
FG0000400	BH-PF	0	0	0	0	0	0
PM0000056	BH-PC	5501	6884	1340	1930	770	-90
FG0000154	BH-PF	1	-186	1	1	1	0
PM0000218	BH-PC	1500	1148	-2500	-1786	-2090	-90
PM0000219	BH-PC	1806	1454	-2194	-1408	-2090	-90
FG0000104	BH-PF	0	0	0	0	0	0
FG0000399	GP-FG	0	0	0	0	0	0
FG0000396	GP-FG	0	0	0	0	0	0
FG0000400	GP-FG	15	15	15	0	0	0
FG0000154	GP-FG	-55	-74	-137	9	3	0
FG0000104	GP-FG	67	-288	-28	11	2	0
PM0000871	BH-PC	505	505	505	505	505	0
FG0000395	BH-PF	0	0	0	0	0	0
FG0000143	BH-PF	413	193	413	13	237	23
FG0000395	GP-FG	0	0	0	0	0	0
FG0000222	BH-GR	0	0	-305	-305	-315	0
FG0000143	BH-GR	-16	-4	-457	-704	-707	0
FG0000193	BH-GR	0	-22	-78	-139	-142	0
FG0000081	BH-GR	0	-128	-711	-721	-728	0
FG0000032	BH-GR	-158	-199	-1506	-1664	-1771	0
FG0000004	BH-GR	-36	-84	-566	-933	-961	0
FG0000028	BH-GR	-39	-8	-2457	-2623	-3172	0
FG0000142	BH-GR	-2	-31	-136	-192	-137	0
FG0000042	BH-GR	0	-16	-215	-496	-518	0
FG0000192	BH-GR	-13	2	-584	-598	-610	0
FG0000227	BH-GR	0	0	-139	-183	-184	0
FG0000011	BH-GR	-640	-600	-2388	-2651	-3096	0
FG0000224	BH-GR	0	0	0	55	0	0
FG0000149	BH-GR	-16	-6	-317	-437	-440	0
FG0000053	BH-GR	-8	-1	-321	-321	-321	0
FG0000306	BH-GR	-1	0	-4	-23	-24	0
FG0000336	BH-GR	0	0	0	1	0	0
FG0000344	BH-GR	0	0	0	40	-40	0
FG0000338	BH-GR	0	0	0	5	0	0
RM0000025	BH-GJ	0	0	0	0	0	0
SF0000002	BH-GJ	0	0	0	0	0	0
PM0000015	BH-PM	10000	-37000	50000	-99000	30000	0
PM0000014	BH-PM	2500	-151500	-82900	-181900	-50000	0
PM0000071	BH-PM	-35000	-11000	-24500	-13400	-22850	0
PM0000071	BH-BS	0	-12000	-5900	0	0	0
PM0000072	BH-PM	-14500	-8500	-4500	0	0	1500
PM0000072	BH-BS	0	-4000	-4000	-3500	-2000	0
FG0000359	BH-PF	23199	11535	10215	20415	17331	0
PM0000017	BH-BS	-8044	-5000	0	-37700	-40000	0
PM0000018	BH-BS	-5000	-5000	0	-34800	-40500	0
FG0000418	GP-FG	0	0	-8000	-7400	-5969	0
FA0000373	DL-FA	1	1	1	1	0	0
RM0000007	BH-PC	-1284.04	-1300.04	67.96	65.96	-2147	0
PM0000059	BH-PC	29138	26692	28230	29017	24042	-2200
PM0000522	BH-PC	1090	3696	5378	4438	5232	0
PM0000523	BH-PC	1019	3603	5307	4377	5021	0
FG0000227	BH-PF	5440	5440	5440	5440	5440	0
RM0000035	BH-LO	0	0	0	0	-1549.36	0
PM0000058	BH-BS	49390	58790	39995	50072	52745	0
PM0000058	BH-PC	17329	17239	17239	7114	15172	-58
PM0000047	BH-BS	-3100	-3100	-3900	-6800	-4127	0
PM0000048	BH-BS	-3000	-3000	-3000	-6900	-4500	0
PM0000504	BH-PC	4543	4543	4600	4600	4600	0
PM0000503	BH-PC	4548	4548	4600	4600	4600	0
PM0000409	BH-PC	1	11	23	23	9	0
