code,name,kind,uom,bom_level,make_or_buy,need,onhand,onorder,short_vs_stock,short_net,fastest_days,fastest_vendor,slowest_days,slowest_vendor
PM0000560,PET BOTTLE 2 LTR 80 GRM (GREEN HANDLE),PET BOTTLES,PCS,1,BUY,480.00,482.00,0.00,-2.00,-2.00,177.0,TPAC PACKAGING INDIA PVT LTD II,177.0,TPAC PACKAGING INDIA PVT LTD II
PM0000417,LABEL 2 LTR EXTRA VIRGIN OLIVE OIL FRONT,LABEL,PCS,1,BUY,480.00,2504.00,3500.00,-2024.00,-5524.00,,,,
PM0000418,LABEL 2 LTR EXTRA VIRGIN OLIVE OIL BACK,LABEL,PCS,1,BUY,480.00,2444.00,3500.00,-1964.00,-5464.00,,,,
PM0000494,LABEL 5 LTR COLD PRESS CANOLA FRONT B.B,LABEL,PCS,1,BUY,448.00,15306.00,0.00,-14858.00,-14858.00,,,,
PM0000495,LABEL 5 LTR COLD PRESS CANOLA BACK B.B,LABEL,PCS,1,BUY,448.00,21611.00,0.00,-21163.00,-21163.00,15.0,ROYAL PRIME LABELS,15.0,ROYAL PRIME LABELS
PM0000357,HDPE BOTTLE 5 LTR DARK GREEN,HDPE BOTTLES,PCS,1,BUY,409.45,914.00,0.00,-504.55,-504.55,44.0,RAJ TECHNOPACK PVT LTD,44.0,RAJ TECHNOPACK PVT LTD
PM0000401,TIN 5 LTR OLIVE CLASSIC SANO,TIN,PCS,1,BUY,378.00,3504.00,0.00,-3126.00,-3126.00,,,,
PM0000871,TIKKI BARCODE CSD 1 LTR COCONUT EV,LABEL,PCS,1,BUY,377.80,7973.00,0.00,-7595.20,-7595.20,2.0,MEDIA GRAPHIC PRINTS VEND,7.0,GRAPHICS ELITE
PM0000029,LABEL 15 LTR COLD PRESS KACHCHI GHANI,LABEL,PCS,1,BUY,372.40,8546.00,0.00,-8173.60,-8173.60,5.0,PACKGEN INTERNATIONAL PVT LTD,8.0,MEDIA GRAPHIC PRINTS VEND
PM0000590,CARTON PET BOTTLE 250 ML 4 PCS,CARTON,PCS,1,BUY,364.60,4207.34,1000.00,-3842.74,-4842.74,2.0,CVS PACKAGING PRIVATE LIMITED,2.0,CVS PACKAGING PRIVATE LIMITED
PM0000229,CARTON 4 LTR 5 PCS,CARTON,PCS,1,BUY,320.52,6540.60,1070.00,-6220.08,-7290.08,10.8,SSY CONTAINERS PVT LTD,39.5,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0
PM0000588,CARTON PET BOTTLE 100 ML 10 PCS,CARTON,PCS,1,BUY,294.30,572.20,1400.00,-277.90,-1677.90,2.0,PACKSTER PACKAGING SOLUTIONS,3.0,CVS PACKAGING PRIVATE LIMITED
PM0000012,CARTON 5 LTR 3 PCS,CARTON,PCS,1,BUY,277.40,6109.34,1370.00,-5831.94,-7201.94,21.2,SSY CONTAINERS PVT LTD,21.2,SSY CONTAINERS PVT LTD
PM0000364,LABEL 2 LTR SUNFLOWER HANDEL BOTTLE FRONT,LABEL,PCS,1,BUY,261.00,15601.00,0.00,-15340.00,-15340.00,,,,
PM0000363,LABEL 2 LTR SUNFLOWER HANDEL BOTTLE BACK,LABEL,PCS,1,BUY,261.00,15601.00,0.00,-15340.00,-15340.00,,,,
PM0000899,CARTON 3 LTR OLIVE 3 PCS,CARTON,PCS,1,BUY,257.13,1728.00,0.00,-1470.87,-1470.87,,,,
PM0000507,CARTON 5 LTR 4 PCS PLAIN,CARTON,PCS,1,BUY,252.00,1337.20,25.00,-1085.20,-1110.20,1.5,SSY CONTAINERS PVT LTD,3.0,SHIVALIK CONTAINERS PVT.LTD (AAECS1496B)
PM0000465,LABEL 13 KGS REFINED COTTON SEED OIL,LABEL,PCS,1,BUY,214.55,23359.00,0.00,-23144.45,-23144.45,13.0,ZENBI INTERNATIONAL PRIVATE LIMITED,13.0,ZENBI INTERNATIONAL PRIVATE LIMITED
PM0000182,CARTON 3 LTR 6 PCS,CARTON,PCS,1,BUY,204.48,1845.26,12484.33,-1640.77,-14125.11,1.7,SSY CONTAINERS PVT LTD,21.0,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0
PM0000838,CARTON 2 LTR 10 PCS HANDLE BOTTLE PLAIN,CARTON,PCS,1,BUY,197.00,1996.00,0.00,-1799.00,-1799.00,4.0,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0,4.0,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0
PM0000876,TIKKI BARCODE CSD EXTRA LIGHT 1 LTR,LABEL,PCS,1,BUY,172.60,4869.00,0.00,-4696.40,-4696.40,2.3,MEDIA GRAPHIC PRINTS VEND,7.0,GRAPHICS ELITE
PM0000589,CARTON PET BOTTLE 100 ML 20 PCS,CARTON,PCS,1,BUY,146.60,848.20,800.00,-701.60,-1501.60,2.0,PACKSTER PACKAGING SOLUTIONS,4.0,CVS PACKAGING PRIVATE LIMITED
PM0000873,TIKKI BARCODE CSD 1 LTR POMACE,LABEL,PCS,1,BUY,132.00,2255.00,0.00,-2123.00,-2123.00,2.3,MEDIA GRAPHIC PRINTS VEND,7.0,GRAPHICS ELITE
PM0000819,CARTON 1 LTR 20 PCS PLAIN,CARTON,PCS,1,BUY,129.95,1409.05,1.00,-1279.10,-1280.10,,,,
PM0000874,TIKKI BARCODE CSD 1 LTR EV,LABEL,PCS,1,BUY,124.20,5266.00,0.00,-5141.80,-5141.80,2.0,MEDIA GRAPHIC PRINTS VEND,7.0,GRAPHICS ELITE
PM0000409,CARTON 1 LTR POMACE 16 PCS PLAIN,CARTON,PCS,1,BUY,118.50,2238.67,0.00,-2120.18,-2120.18,12.0,SSY CONTAINERS PVT LTD,12.0,SSY CONTAINERS PVT LTD
