section,company,date,ref,status,party,vehicle_no,warehouse,item_code,item_name,qty,uom,litres,value_inr,in_sap,lag_days,evidence,note
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-22,626080478,"invoiced, no gate-out recorded",HARPREET SINGH CASH SALE,,BH-BT,,,,,7.0,1490,yes (stock already OUT of OITW),8,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-22,626080481,"invoiced, no gate-out recorded",HARPREET SINGH CASH SALE,,BH-BT,,,,,4.0,2000,yes (stock already OUT of OITW),8,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-22,626080482,"invoiced, no gate-out recorded",HARPREET SINGH CASH SALE,,BH-BT,,,,,5.0,850,yes (stock already OUT of OITW),8,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-22,626080483,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-BT,,,,,8000.0,1344000,yes (stock already OUT of OITW),8,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-22,626080484,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-BT,,,,,8000.0,1344000,yes (stock already OUT of OITW),8,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-22,626080485,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-BT,,,,,8000.0,1344000,yes (stock already OUT of OITW),8,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-21,626080441,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1344000,yes (stock already OUT of OITW),9,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-21,626080442,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1344000,yes (stock already OUT of OITW),9,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-21,626080445,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1360800,yes (stock already OUT of OITW),9,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-21,626080446,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1360800,yes (stock already OUT of OITW),9,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-21,626080447,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1344000,yes (stock already OUT of OITW),9,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-21,626080448,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,9000.0,1512000,yes (stock already OUT of OITW),9,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-21,626080449,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,9000.0,1512000,yes (stock already OUT of OITW),9,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-21,626080450,"invoiced, no gate-out recorded",HARPREET SINGH CASH SALE,,BH-BT,,,,,3.0,555,yes (stock already OUT of OITW),9,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-21,626080457,"invoiced, no gate-out recorded",HARPREET SINGH CASH SALE,,BH-BT,,,,,5.0,850,yes (stock already OUT of OITW),9,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-21,626080459,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,6660.0,1128960,yes (stock already OUT of OITW),9,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-21,626080460,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1344000,yes (stock already OUT of OITW),9,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-21,626080461,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1428000,yes (stock already OUT of OITW),9,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-21,626080462,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1428000,yes (stock already OUT of OITW),9,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-20,626080426,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1344000,yes (stock already OUT of OITW),10,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-20,626080427,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1344000,yes (stock already OUT of OITW),10,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-20,626080429,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1344000,yes (stock already OUT of OITW),10,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-20,626080430,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1360800,yes (stock already OUT of OITW),10,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-20,626080432,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,4459.0,1447331,yes (stock already OUT of OITW),10,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-20,626080433,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1360800,yes (stock already OUT of OITW),10,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-20,626080434,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1360800,yes (stock already OUT of OITW),10,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-19,626080401,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,4932.0,932148,yes (stock already OUT of OITW),11,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-19,626080402,"invoiced, no gate-out recorded",HARPREET SINGH CASH SALE,,BH-BT,,,,,5.0,800,yes (stock already OUT of OITW),11,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-19,626080404,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1344000,yes (stock already OUT of OITW),11,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-19,626080407,"invoiced, no gate-out recorded",HARPREET SINGH CASH SALE,,BH-PF,,,,,18.5,2400,yes (stock already OUT of OITW),11,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-19,626080409,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1360800,yes (stock already OUT of OITW),11,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-19,626080410,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1360800,yes (stock already OUT of OITW),11,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-19,626080412,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1890000,yes (stock already OUT of OITW),11,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-19,626080413,"invoiced, no gate-out recorded",HARPREET SINGH CASH SALE,,BH-BT,,,,,7.0,1265,yes (stock already OUT of OITW),11,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-19,626080415,"invoiced, no gate-out recorded",HARPREET SINGH CASH SALE,,BH-BT,,,,,7.0,1000,yes (stock already OUT of OITW),11,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-19,626080416,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1344000,yes (stock already OUT of OITW),11,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-19,626080417,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1344000,yes (stock already OUT of OITW),11,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-19,626080419,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1344000,yes (stock already OUT of OITW),11,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-19,626080423,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1344000,yes (stock already OUT of OITW),11,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-19,626080424,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,9000.0,1512000,yes (stock already OUT of OITW),11,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-19,626080425,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,9000.0,1512000,yes (stock already OUT of OITW),11,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-18,626080385,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1344000,yes (stock already OUT of OITW),12,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-18,626080386,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1344000,yes (stock already OUT of OITW),12,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-18,626080387,"invoiced, no gate-out recorded",BALAJI MARKETING AND SUPPLY CHAIN PRIVATE LIMITED AAJCB8424H,,BH-BT,,,,,4300.0,733004,yes (stock already OUT of OITW),12,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-18,626080388,"invoiced, no gate-out recorded",BALAJI MARKETING AND SUPPLY CHAIN PRIVATE LIMITED AAJCB8424H,,BH-PF,,,,,5400.0,890984,yes (stock already OUT of OITW),12,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-18,626080391,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1512000,yes (stock already OUT of OITW),12,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-18,626080392,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1512000,yes (stock already OUT of OITW),12,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-18,626080393,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1512000,yes (stock already OUT of OITW),12,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-18,626080394,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,9000.0,1512000,yes (stock already OUT of OITW),12,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-18,626080395,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,9000.0,1512000,yes (stock already OUT of OITW),12,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-18,626080396,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1344000,yes (stock already OUT of OITW),12,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-18,626080398,"invoiced, no gate-out recorded",HARPREET SINGH CASH SALE,,BH-BT,,,,,10.0,1775,yes (stock already OUT of OITW),12,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-18,626080399,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1344000,yes (stock already OUT of OITW),12,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-17,626080372,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,9000.0,1512000,yes (stock already OUT of OITW),13,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-17,626080374,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1360800,yes (stock already OUT of OITW),13,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-17,626080376,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1360800,yes (stock already OUT of OITW),13,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-17,626080377,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,2880.0,544320,yes (stock already OUT of OITW),13,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-17,626080378,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,4400.0,739200,yes (stock already OUT of OITW),13,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-17,626080379,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1360800,yes (stock already OUT of OITW),13,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-17,626080380,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1360800,yes (stock already OUT of OITW),13,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-14,626080368,"invoiced, no gate-out recorded",HARPREET SINGH CASH SALE,,BH-BT,,,,,5.0,925,yes (stock already OUT of OITW),16,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-14,626080369,"invoiced, no gate-out recorded",HARPREET SINGH CASH SALE,,BH-BT,,,,,4.0,900,yes (stock already OUT of OITW),16,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-12,626080324,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1360800,yes (stock already OUT of OITW),18,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-12,626080327,"invoiced, no gate-out recorded",ZIYAUL HAQUE DELHI,,BH-BT,,,,,10.0,1775,yes (stock already OUT of OITW),18,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,external customer - still physically in the godown unless it left untracked
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-12,626080331,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1360800,yes (stock already OUT of OITW),18,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-12,626080332,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,7200.0,1360800,yes (stock already OUT of OITW),18,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-12,626080333,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1344000,yes (stock already OUT of OITW),18,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-12,626080334,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1344000,yes (stock already OUT of OITW),18,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-12,626080335,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,8000.0,1344000,yes (stock already OUT of OITW),18,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-12,626080338,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-BT,,,,,555.6,204183,yes (stock already OUT of OITW),18,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
OPEN_BILL_ON_FLOOR,JIVO_OIL,2026-08-12,626080339,"invoiced, no gate-out recorded",JIVO MART PVT LTD,,BH-PF,,,,,9000.0,1512000,yes (stock already OUT of OITW),18,hana-sql JIVO_OIL_HANADB OINV/INV1/OINM + GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1&page=,"INTERCOMPANY - goes to Mart's books, never sees the gate"
