module,path,method,cli_command,status,known_in_repo,row_count,notes
Gate,/security-checks/gate-entries/{id}/security/,POST,,not probed,no,,needs id | registry:SECURITY.GATE_ENTRY_SECURITY
Gate,/security-checks/gate-entries/{id}/security/view/,GET,,not probed,no,,needs id | registry:SECURITY.GATE_ENTRY_SECURITY_VIEW
Gate,/security-checks/security/{id}/submit/,POST,,not probed,no,,write-shaped path segment | registry:SECURITY.SUBMIT
Gate,/weighment/gate-entries/{id}/weighment/,POST,,not probed,no,,needs id | registry:WEIGHMENT.CREATE
Gate,/weighment/gate-entries/{id}/weighment/view/,GET,,not probed,no,,needs id | registry:WEIGHMENT.GET
Labour,/attendance/employees/,GET|POST,attendance attendance-employees,200,binary+spec,0,"live, zero rows in JIVO_OIL"
Labour,/attendance/employees/{id}/,DELETE|PUT,,not probed,no,,not in probe set
Labour,/attendance/records/,GET|POST,attendance attendance-records,200,binary+spec,0,"live, zero rows in JIVO_OIL"
Labour,/attendance/records/export/,GET,attendance attendance-export,200,binary+spec,,live
Labour,/attendance/records/{id}/,DELETE,,not probed,no,,not in probe set
Labour,/labour-count/gate/board/,GET,labour-count gate-board,400,binary+spec,,"routed; required query param missing: {""detail"":""work_date and a valid shift are required.""}"
Labour,/labour-count/sheet/history/,GET,labour-count sheet-history,200,binary+spec,4,live
Labour,/labour-gate/,GET,labour-gate gate-day,400,binary+spec,,"routed; required query param missing: {""detail"":""A valid ?date=YYYY-MM-DD is required.""}"
Labour,/labour-gate/{id}/audit/,GET,labour-gate gate-entry-audit,not probed,binary+spec,,needs id
Maintenance,/maintenance/alerts/,GET|POST,maintenance alerts,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:MAINTENANCE.ALERTS"
Maintenance,/maintenance/asset-categories/,POST,maintenance asset-categories,200,binary+spec,1,live | registry:MAINTENANCE.ASSET_CATEGORIES
Maintenance,/maintenance/asset-categories/{id}/,PUT,,not probed,spec-only,,needs id | registry:MAINTENANCE.ASSET_CATEGORY_DETAIL
Maintenance,/maintenance/asset-departments/,POST,maintenance asset-departments,200,binary+spec,2,live | registry:MAINTENANCE.ASSET_DEPARTMENTS
Maintenance,/maintenance/asset-departments/{id}/,PUT,,not probed,spec-only,,needs id | registry:MAINTENANCE.ASSET_DEPARTMENT_DETAIL
Maintenance,/maintenance/asset-documents/,GET|POST,maintenance asset-documents,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:MAINTENANCE.ASSET_DOCUMENTS"
Maintenance,/maintenance/asset-documents/{id}/,GET,maintenance maintenance-asset-document-get,not probed,binary+spec,,needs id
Maintenance,/maintenance/asset-locations/,POST,maintenance asset-locations,200,binary+spec,1,live | registry:MAINTENANCE.ASSET_LOCATIONS
Maintenance,/maintenance/asset-locations/{id}/,PUT,,not probed,spec-only,,needs id | registry:MAINTENANCE.ASSET_LOCATION_DETAIL
Maintenance,/maintenance/asset-photos/,GET|POST,maintenance asset-photos,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:MAINTENANCE.ASSET_PHOTOS"
Maintenance,/maintenance/asset-photos/{id}/,GET,maintenance maintenance-asset-photo-get,not probed,binary+spec,,needs id
Maintenance,/maintenance/assets/,GET|POST,maintenance assets,200,binary+spec,1,live | registry:MAINTENANCE.ASSETS
Maintenance,/maintenance/assets/{id}/,GET|PUT,maintenance maintenance-asset-get,not probed,binary+spec,,needs id | registry:MAINTENANCE.ASSET_DETAIL
Maintenance,/maintenance/assets/{id}/deactivate/,POST,,not probed,no,,needs id | registry:MAINTENANCE.ASSET_DEACTIVATE
Maintenance,/maintenance/assets/{id}/qr/,GET|POST,,not probed,spec-only,,needs id | registry:MAINTENANCE.ASSET_QR
Maintenance,/maintenance/daily-electricity-readings/,GET|POST,,200,spec-only,5,live | registry:MAINTENANCE.DAILY_ELECTRICITY_READINGS
Maintenance,/maintenance/daily-electricity-readings/{id}/,DELETE|PATCH,,not probed,no,,needs id | registry:MAINTENANCE.DAILY_ELECTRICITY_READING_DETAIL
Maintenance,/maintenance/daily-wastage-logs/,GET|POST,,200,spec-only,0,"live, zero rows in JIVO_OIL | registry:MAINTENANCE.DAILY_WASTAGE_LOGS"
Maintenance,/maintenance/daily-wastage-logs/{id}/,DELETE|PATCH,,not probed,no,,needs id | registry:MAINTENANCE.DAILY_WASTAGE_LOG_DETAIL
Maintenance,/maintenance/dashboard/,GET,maintenance dashboard,200,binary+spec,obj,live | registry:MAINTENANCE.DASHBOARD
Maintenance,/maintenance/electricity-meters/,GET|POST,,200,spec-only,12,live | registry:MAINTENANCE.ELECTRICITY_METERS
Maintenance,/maintenance/electricity-meters/{id}/,DELETE|PATCH,,not probed,no,,needs id | registry:MAINTENANCE.ELECTRICITY_METER_DETAIL
Maintenance,/maintenance/material-indent-attachments/,POST,maintenance maintenance-material-indent-attachments,200,binary+spec,3,live | registry:MAINTENANCE.MATERIAL_INDENT_ATTACHMENTS
Maintenance,/maintenance/material-indent-attachments/{id}/,DELETE,,not probed,spec-only,,needs id | registry:MAINTENANCE.MATERIAL_INDENT_ATTACHMENT_DETAIL
Maintenance,/maintenance/material-indent-quotations/,GET|POST,,200,spec-only,0,"live, zero rows in JIVO_OIL | registry:MAINTENANCE.MATERIAL_INDENT_QUOTATIONS"
Maintenance,/maintenance/material-indent-quotations/{id}/,DELETE|PATCH,,not probed,no,,needs id | registry:MAINTENANCE.MATERIAL_INDENT_QUOTATION_DETAIL
Maintenance,/maintenance/material-indents/,GET|POST,maintenance maintenance-material-indents,200,binary+spec,47,live | registry:MAINTENANCE.MATERIAL_INDENTS
Maintenance,/maintenance/material-indents/{id}/,DELETE|GET|PATCH,maintenance maintenance-material-indent-get,not probed,binary+spec,,needs id | registry:MAINTENANCE.MATERIAL_INDENT_DETAIL
Maintenance,/maintenance/material-indents/{id}/approve/,POST,,not probed,no,,write-shaped path segment | registry:MAINTENANCE.MATERIAL_INDENT_APPROVE
Maintenance,/maintenance/material-indents/{id}/cancel/,POST,,not probed,no,,write-shaped path segment | registry:MAINTENANCE.MATERIAL_INDENT_CANCEL
Maintenance,/maintenance/material-indents/{id}/gate-in/,POST,,not probed,no,,needs id | registry:MAINTENANCE.MATERIAL_INDENT_GATE_IN
Maintenance,/maintenance/material-indents/{id}/purchase/,POST,,not probed,no,,needs id | registry:MAINTENANCE.MATERIAL_INDENT_PURCHASE
Maintenance,/maintenance/material-indents/{id}/receive/,POST,,not probed,no,,write-shaped path segment | registry:MAINTENANCE.MATERIAL_INDENT_RECEIVE
Maintenance,/maintenance/material-indents/{id}/reject/,POST,,not probed,no,,write-shaped path segment | registry:MAINTENANCE.MATERIAL_INDENT_REJECT
Maintenance,/maintenance/material-indents/{id}/return-quotations/,POST,,not probed,no,,needs id | registry:MAINTENANCE.MATERIAL_INDENT_RETURN_QUOTATIONS
Maintenance,/maintenance/material-indents/{id}/review/,POST,,not probed,no,,needs id | registry:MAINTENANCE.MATERIAL_INDENT_REVIEW
Maintenance,/maintenance/material-indents/{id}/select-quotation/,POST,,not probed,no,,needs id | registry:MAINTENANCE.MATERIAL_INDENT_SELECT_QUOTATION
Maintenance,/maintenance/material-indents/{id}/submit-quotations/,POST,,not probed,no,,needs id | registry:MAINTENANCE.MATERIAL_INDENT_SUBMIT_QUOTATIONS
Maintenance,/maintenance/material-indents/{id}/submit/,POST,,not probed,no,,write-shaped path segment | registry:MAINTENANCE.MATERIAL_INDENT_SUBMIT
Maintenance,/maintenance/options/,GET,maintenance options,200,binary+spec,obj,live | registry:MAINTENANCE.OPTIONS
Maintenance,/maintenance/pm-checklist-items/,GET|POST,maintenance pm-checklist-items,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:MAINTENANCE.PM_CHECKLIST_ITEMS"
Maintenance,/maintenance/pm-checklist-items/{id}/,PUT,,not probed,no,,needs id | registry:MAINTENANCE.PM_CHECKLIST_ITEM_DETAIL
Maintenance,/maintenance/pm-executions/,GET,maintenance pm-executions,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:MAINTENANCE.PM_EXECUTIONS"
Maintenance,/maintenance/pm-executions/{id}/,GET,maintenance maintenance-pm-execution-get,not probed,binary+spec,,needs id | registry:MAINTENANCE.PM_EXECUTION_DETAIL
Maintenance,/maintenance/pm-executions/{id}/complete/,POST,,not probed,no,,write-shaped path segment | registry:MAINTENANCE.PM_EXECUTION_COMPLETE
Maintenance,/maintenance/pm-executions/{id}/skip/,POST,,not probed,no,,needs id | registry:MAINTENANCE.PM_EXECUTION_SKIP
Maintenance,/maintenance/pm-executions/{id}/start/,POST,,not probed,no,,write-shaped path segment | registry:MAINTENANCE.PM_EXECUTION_START
Maintenance,/maintenance/pm-plans/,GET|POST,maintenance pm-plans,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:MAINTENANCE.PM_PLANS"
Maintenance,/maintenance/pm-plans/generate-due/,POST,,not probed,no,,no GET evidence | registry:MAINTENANCE.PM_PLANS_GENERATE_DUE
Maintenance,/maintenance/pm-plans/{id}/,PUT,,not probed,no,,needs id | registry:MAINTENANCE.PM_PLAN_DETAIL
Maintenance,/maintenance/pm-plans/{id}/generate/,POST,,not probed,no,,write-shaped path segment | registry:MAINTENANCE.PM_PLAN_GENERATE
Maintenance,/maintenance/reports/,GET,maintenance reports,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:MAINTENANCE.REPORTS"
Maintenance,/maintenance/safety-fine-photos/,POST,maintenance maintenance-safety-fine-photos,200,binary+spec,2,live | registry:MAINTENANCE.SAFETY_FINE_PHOTOS
Maintenance,/maintenance/safety-fine-photos/{id}/,DELETE,,not probed,spec-only,,needs id | registry:MAINTENANCE.SAFETY_FINE_PHOTO_DETAIL
Maintenance,/maintenance/safety-fines/,GET|POST,maintenance maintenance-safety-fines,200,binary+spec,2,live | registry:MAINTENANCE.SAFETY_FINES
Maintenance,/maintenance/safety-fines/{id}/,DELETE|GET|PATCH,maintenance maintenance-safety-fine-get,not probed,binary+spec,,needs id | registry:MAINTENANCE.SAFETY_FINE_DETAIL
Maintenance,/maintenance/safety-fines/{id}/settle/,POST,,not probed,no,,needs id | registry:MAINTENANCE.SAFETY_FINE_SETTLE
Maintenance,/maintenance/safety-violation-types/,GET|POST,maintenance maintenance-safety-violation-types,200,binary+spec,8,live | registry:MAINTENANCE.SAFETY_VIOLATION_TYPES
Maintenance,/maintenance/safety-violation-types/{id}/,DELETE|PATCH,,not probed,spec-only,,needs id | registry:MAINTENANCE.SAFETY_VIOLATION_TYPE_DETAIL
Maintenance,/maintenance/scan/lookup/,GET,,404,no,,routed; semantic 404 (needs param/record) | registry:MAINTENANCE.SCAN_LOOKUP
Maintenance,/maintenance/scan/work-order/,POST,,not probed,no,,no GET evidence | registry:MAINTENANCE.SCAN_WORK_ORDER
Maintenance,/maintenance/spare-categories/,POST,maintenance spare-categories,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:MAINTENANCE.SPARE_CATEGORIES"
Maintenance,/maintenance/spare-categories/{id}/,PUT,,not probed,no,,needs id | registry:MAINTENANCE.SPARE_CATEGORY_DETAIL
Maintenance,/maintenance/spare-movements/,GET,maintenance spare-movements,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:MAINTENANCE.SPARE_MOVEMENTS"
Maintenance,/maintenance/spare-requests/,GET|POST,maintenance spare-requests,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:MAINTENANCE.SPARE_REQUESTS"
Maintenance,/maintenance/spare-requests/{id}/,GET,maintenance maintenance-spare-request-get,not probed,binary+spec,,needs id | registry:MAINTENANCE.SPARE_REQUEST_DETAIL
Maintenance,/maintenance/spare-requests/{id}/cancel/,POST,,not probed,no,,write-shaped path segment | registry:MAINTENANCE.SPARE_REQUEST_CANCEL
Maintenance,/maintenance/spare-requests/{id}/consume/,POST,,not probed,no,,needs id | registry:MAINTENANCE.SPARE_REQUEST_CONSUME
Maintenance,/maintenance/spare-requests/{id}/issue/,POST,,not probed,no,,write-shaped path segment | registry:MAINTENANCE.SPARE_REQUEST_ISSUE
Maintenance,/maintenance/spare-requests/{id}/return-unused/,POST,,not probed,no,,needs id | registry:MAINTENANCE.SPARE_REQUEST_RETURN_UNUSED
Maintenance,/maintenance/spares/,GET|POST,maintenance spares,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:MAINTENANCE.SPARES"
Maintenance,/maintenance/spares/low-stock/,GET,maintenance spares-low-stock,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:MAINTENANCE.SPARES_LOW_STOCK"
Maintenance,/maintenance/spares/stock/,GET,,404,no,,routed; semantic 404 (needs param/record) | registry:MAINTENANCE.SPARE_STOCK
Maintenance,/maintenance/spares/{id}/,GET|PUT,maintenance maintenance-spare-get,not probed,binary+spec,,needs id | registry:MAINTENANCE.SPARE_DETAIL
Maintenance,/maintenance/spares/{id}/adjust-stock/,POST,,not probed,no,,needs id | registry:MAINTENANCE.SPARE_ADJUST_STOCK
Maintenance,/maintenance/vendor-visits/,GET|POST,maintenance vendor-visits,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:MAINTENANCE.VENDOR_VISITS"
Maintenance,/maintenance/vendor-visits/{id}/,GET,maintenance maintenance-vendor-visit-get,not probed,binary+spec,,needs id | registry:MAINTENANCE.VENDOR_VISIT_DETAIL
Maintenance,/maintenance/vendor-visits/{id}/cancel/,POST,,not probed,no,,write-shaped path segment | registry:MAINTENANCE.VENDOR_VISIT_CANCEL
Maintenance,/maintenance/vendor-visits/{id}/complete/,POST,,not probed,no,,write-shaped path segment | registry:MAINTENANCE.VENDOR_VISIT_COMPLETE
Maintenance,/maintenance/vendor-visits/{id}/start/,POST,,not probed,no,,write-shaped path segment | registry:MAINTENANCE.VENDOR_VISIT_START
Maintenance,/maintenance/work-order-photos/,GET|POST,maintenance work-order-photos,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:MAINTENANCE.WORK_ORDER_PHOTOS"
Maintenance,/maintenance/work-order-photos/{id}/,GET,maintenance maintenance-work-order-photo-get,not probed,binary+spec,,needs id
Maintenance,/maintenance/work-orders/,GET|POST,maintenance work-orders,200,binary+spec,13,live | registry:MAINTENANCE.WORK_ORDERS
Maintenance,/maintenance/work-orders/{id}/,GET|PUT,maintenance maintenance-work-order-get,not probed,binary+spec,,needs id | registry:MAINTENANCE.WORK_ORDER_DETAIL
Maintenance,/maintenance/work-orders/{id}/approve/,POST,,not probed,no,,write-shaped path segment | registry:MAINTENANCE.WORK_ORDER_APPROVE
Maintenance,/maintenance/work-orders/{id}/assign/,POST,,not probed,no,,write-shaped path segment | registry:MAINTENANCE.WORK_ORDER_ASSIGN
Maintenance,/maintenance/work-orders/{id}/close/,POST,,not probed,no,,write-shaped path segment | registry:MAINTENANCE.WORK_ORDER_CLOSE
Maintenance,/maintenance/work-orders/{id}/complete/,POST,,not probed,no,,write-shaped path segment | registry:MAINTENANCE.WORK_ORDER_COMPLETE
Maintenance,/maintenance/work-orders/{id}/logs/,UNRESOLVED,,not probed,no,,needs id | registry:MAINTENANCE.WORK_ORDER_LOGS | verb unresolved in bundle
Maintenance,/maintenance/work-orders/{id}/request-spare/,POST,,not probed,no,,needs id | registry:MAINTENANCE.WORK_ORDER_REQUEST_SPARE
Maintenance,/maintenance/work-orders/{id}/send-back/,UNRESOLVED,,not probed,no,,needs id | registry:MAINTENANCE.WORK_ORDER_SEND_BACK | verb unresolved in bundle
Maintenance,/maintenance/work-orders/{id}/set-status/,POST,,not probed,no,,needs id | registry:MAINTENANCE.WORK_ORDER_SET_STATUS
Maintenance,/maintenance/work-orders/{id}/start/,POST,,not probed,no,,write-shaped path segment | registry:MAINTENANCE.WORK_ORDER_START
Maintenance,/maintenance/work-permit-attachments/,POST,maintenance maintenance-work-permit-attachments,200,binary+spec,0,"live, zero rows in JIVO_OIL | registry:MAINTENANCE.WORK_PERMIT_ATTACHMENTS"
Maintenance,/maintenance/work-permit-attachments/{id}/,DELETE,,not probed,no,,needs id | registry:MAINTENANCE.WORK_PERMIT_ATTACHMENT_DETAIL
Maintenance,/maintenance/work-permit-workers/,POST,maintenance maintenance-work-permit-workers,200,binary+spec,3,live | registry:MAINTENANCE.WORK_PERMIT_WORKERS
Maintenance,/maintenance/work-permit-workers/{id}/,DELETE|PATCH,,not probed,spec-only,,needs id | registry:MAINTENANCE.WORK_PERMIT_WORKER_DETAIL
Maintenance,/maintenance/work-permits/,GET|POST,maintenance maintenance-work-permits,200,binary+spec,4,live | registry:MAINTENANCE.WORK_PERMITS
Maintenance,/maintenance/work-permits/{id}/,DELETE|GET|PATCH,maintenance maintenance-work-permit-get,not probed,binary+spec,,needs id | registry:MAINTENANCE.WORK_PERMIT_DETAIL
Maintenance,/maintenance/work-permits/{id}/approve/,POST,,not probed,no,,write-shaped path segment | registry:MAINTENANCE.WORK_PERMIT_APPROVE
Maintenance,/maintenance/work-permits/{id}/cancel/,POST,,not probed,no,,write-shaped path segment | registry:MAINTENANCE.WORK_PERMIT_CANCEL
Maintenance,/maintenance/work-permits/{id}/close/,POST,,not probed,no,,write-shaped path segment | registry:MAINTENANCE.WORK_PERMIT_CLOSE
Maintenance,/maintenance/work-permits/{id}/complete/,POST,,not probed,no,,write-shaped path segment | registry:MAINTENANCE.WORK_PERMIT_COMPLETE
Maintenance,/maintenance/work-permits/{id}/renew/,POST,,not probed,no,,needs id | registry:MAINTENANCE.WORK_PERMIT_RENEW
Maintenance,/maintenance/work-permits/{id}/start/,POST,,not probed,no,,write-shaped path segment | registry:MAINTENANCE.WORK_PERMIT_START
Maintenance,/maintenance/work-permits/{id}/submit/,POST,,not probed,no,,write-shaped path segment | registry:MAINTENANCE.WORK_PERMIT_SUBMIT
Marketplace,/marketplace/batches/,GET,marketplace batches,403,binary+spec,,"{""code"":""WRONG_COMPANY"",""error"":""The marketplace module is not enabled for this company un | registry:MARKETPLACE.BATCHES"
Marketplace,/marketplace/batches/{id}/,GET,marketplace batch,not probed,binary+spec,,needs id | registry:MARKETPLACE.BATCH_BY_ID
Marketplace,/marketplace/batches/{id}/issuance.csv,GET,marketplace batch-issuance-csv,not probed,binary+spec,,needs id | registry:MARKETPLACE.BATCH_EXPORT
Marketplace,/marketplace/batches/{id}/skip-unmapped/,POST,,not probed,no,,needs id | registry:MARKETPLACE.BATCH_SKIP_UNMAPPED
Marketplace,/marketplace/batches/{id}/stock-list/,GET,marketplace batch-stock-list,not probed,binary+spec,,needs id | registry:MARKETPLACE.BATCH_STOCK_LIST
Marketplace,/marketplace/batches/{id}/variants/,GET,marketplace batch-variants,not probed,binary+spec,,needs id | registry:MARKETPLACE.BATCH_VARIANTS
Marketplace,/marketplace/combos/,POST,marketplace combos,403,binary+spec,,"{""code"":""WRONG_COMPANY"",""error"":""The marketplace module is not enabled for this company un | registry:MARKETPLACE.COMBOS"
Marketplace,/marketplace/combos/{id}/,DELETE|PATCH,,not probed,no,,needs id | registry:MARKETPLACE.COMBO_BY_ID
Marketplace,/marketplace/delivery-notes/cut/,POST,,not probed,no,,no GET evidence | registry:MARKETPLACE.DELIVERY_NOTE_CUT
Marketplace,/marketplace/delivery-notes/posted/,GET,marketplace dn-posted,403,binary+spec,,"{""code"":""WRONG_COMPANY"",""error"":""The marketplace module is not enabled for this company un | registry:MARKETPLACE.DELIVERY_NOTE_POSTED"
Marketplace,/marketplace/delivery-notes/reconcile/,POST,marketplace dn-awaiting-approval,403,binary+spec,,"{""code"":""WRONG_COMPANY"",""error"":""The marketplace module is not enabled for this company un | registry:MARKETPLACE.DELIVERY_NOTE_RECONCILE"
Marketplace,/marketplace/delivery-notes/sheets/,GET,marketplace dn-sheets,403,binary+spec,,"{""code"":""WRONG_COMPANY"",""error"":""The marketplace module is not enabled for this company un | registry:MARKETPLACE.DELIVERY_NOTE_SHEETS"
Marketplace,/marketplace/delivery-notes/summary/,GET,marketplace dn-summary,403,binary+spec,,"{""code"":""WRONG_COMPANY"",""error"":""The marketplace module is not enabled for this company un | registry:MARKETPLACE.DELIVERY_NOTE_SUMMARY"
Marketplace,/marketplace/delivery-notes/{id}/export.csv,GET,marketplace dn-export-csv,not probed,binary+spec,,needs id | registry:MARKETPLACE.DELIVERY_NOTE_EXPORT
Marketplace,/marketplace/dispatches/,POST,marketplace dispatches-list,403,binary+spec,,"{""code"":""WRONG_COMPANY"",""error"":""The marketplace module is not enabled for this company un | registry:MARKETPLACE.DISPATCHES"
Marketplace,/marketplace/dispatches/board/{id}/,GET,marketplace dispatch-board,not probed,binary+spec,,needs id | registry:MARKETPLACE.DISPATCH_BOARD
Marketplace,/marketplace/dispatches/orders-in-range/,GET,marketplace dispatch-orders-in-range,403,binary+spec,,"{""code"":""WRONG_COMPANY"",""error"":""The marketplace module is not enabled for this company un | registry:MARKETPLACE.DISPATCH_ORDERS_RANGE"
Marketplace,/marketplace/dispatches/scan/,POST,,not probed,no,,no GET evidence | registry:MARKETPLACE.DISPATCH_SCAN_TRACKING
Marketplace,/marketplace/dispatches/scan/bulk/,POST,,not probed,no,,no GET evidence | registry:MARKETPLACE.DISPATCH_SCAN_BULK
Marketplace,/marketplace/dispatches/sheets/,GET,marketplace dispatch-sheets,403,binary+spec,,"{""code"":""WRONG_COMPANY"",""error"":""The marketplace module is not enabled for this company un | registry:MARKETPLACE.DISPATCH_SHEETS"
Marketplace,/marketplace/dispatches/{id}/,GET,,not probed,spec-only,,needs id | registry:MARKETPLACE.DISPATCH_BY_ID
Marketplace,/marketplace/dispatches/{id}/cancel/,POST,,not probed,no,,write-shaped path segment | registry:MARKETPLACE.DISPATCH_CANCEL
Marketplace,/marketplace/dispatches/{id}/confirm/,POST,,not probed,no,,needs id | registry:MARKETPLACE.DISPATCH_CONFIRM
Marketplace,/marketplace/dispatches/{id}/retry-delivery-note/,POST,,not probed,no,,needs id | registry:MARKETPLACE.DISPATCH_RETRY_DN
Marketplace,/marketplace/dispatches/{id}/scans/,POST,,not probed,no,,needs id | registry:MARKETPLACE.DISPATCH_SCANS
Marketplace,/marketplace/dispatches/{id}/scans/{id}/,DELETE,,not probed,no,,needs id | registry:MARKETPLACE.DISPATCH_SCAN_BY_ID
Marketplace,/marketplace/gate-passes/,UNRESOLVED,,not probed,no,,no GET evidence | registry:MARKETPLACE.GATE_PASSES | verb unresolved in bundle
Marketplace,/marketplace/gate-passes/manual/,UNRESOLVED,,not probed,no,,no GET evidence | registry:MARKETPLACE.GATE_PASS_MANUAL | verb unresolved in bundle
Marketplace,/marketplace/gate-passes/{id}/,UNRESOLVED,,not probed,no,,needs id | registry:MARKETPLACE.GATE_PASS_DETAIL | verb unresolved in bundle
Marketplace,/marketplace/gate-passes/{id}/cancel/,POST,,not probed,no,,write-shaped path segment | registry:MARKETPLACE.GATE_PASS_CANCEL
Marketplace,/marketplace/gate-passes/{id}/dispatch/,POST,,not probed,no,,needs id | registry:MARKETPLACE.GATE_PASS_DISPATCH
Marketplace,/marketplace/gate-passes/{id}/print/,POST,,not probed,no,,needs id | registry:MARKETPLACE.GATE_PASS_PRINT
Marketplace,/marketplace/gate-passes/{id}/weighment/,POST,,not probed,no,,needs id | registry:MARKETPLACE.GATE_PASS_WEIGHMENT
Marketplace,/marketplace/gate/queue/,GET,marketplace gate-queue,403,binary+spec,,"{""code"":""WRONG_COMPANY"",""error"":""The marketplace module is not enabled for this company un | registry:MARKETPLACE.GATE_QUEUE"
Marketplace,/marketplace/gate/{id}/,GET,marketplace gate-sheet,not probed,binary+spec,,needs id | registry:MARKETPLACE.GATE_DETAIL
Marketplace,/marketplace/gate/{id}/approve/,UNRESOLVED,,not probed,no,,write-shaped path segment | registry:MARKETPLACE.GATE_APPROVE | verb unresolved in bundle
Marketplace,/marketplace/gate/{id}/hold/,UNRESOLVED,,not probed,no,,needs id | registry:MARKETPLACE.GATE_HOLD | verb unresolved in bundle
Marketplace,/marketplace/issue-requests/,POST,marketplace issue-requests-list,403,binary+spec,,"{""code"":""WRONG_COMPANY"",""error"":""The marketplace module is not enabled for this company un | registry:MARKETPLACE.ISSUE_REQUESTS"
Marketplace,/marketplace/issue-requests/{id}/,GET,,not probed,spec-only,,needs id | registry:MARKETPLACE.ISSUE_REQUEST_BY_ID
Marketplace,/marketplace/issue-requests/{id}/issue/,POST,,not probed,no,,write-shaped path segment | registry:MARKETPLACE.ISSUE_ISSUE
Marketplace,/marketplace/issue-requests/{id}/receive/,POST,,not probed,no,,write-shaped path segment | registry:MARKETPLACE.ISSUE_RECEIVE
Marketplace,/marketplace/issue-requests/{id}/reject/,POST,,not probed,no,,write-shaped path segment | registry:MARKETPLACE.ISSUE_REJECT
Marketplace,/marketplace/issue-requests/{id}/review/,POST,,not probed,no,,needs id | registry:MARKETPLACE.ISSUE_REVIEW
Marketplace,/marketplace/orders/,GET,marketplace orders-list,403,binary+spec,,"{""code"":""WRONG_COMPANY"",""error"":""The marketplace module is not enabled for this company un | registry:MARKETPLACE.ORDERS"
Marketplace,/marketplace/orders/choose-variant/,POST,,not probed,no,,no GET evidence | registry:MARKETPLACE.ORDER_CHOOSE_VARIANT
Marketplace,/marketplace/orders/import/,UNRESOLVED,,not probed,no,,write-shaped path segment | registry:MARKETPLACE.ORDER_IMPORT | verb unresolved in bundle
Marketplace,/marketplace/orders/import/preview/,UNRESOLVED,,not probed,no,,no GET evidence | registry:MARKETPLACE.ORDER_IMPORT_PREVIEW | verb unresolved in bundle
Marketplace,/marketplace/orders/resolve/,UNRESOLVED,,not probed,no,,denylist:side-effect | registry:MARKETPLACE.ORDER_RESOLVE | verb unresolved in bundle
Marketplace,/marketplace/packing/barcodes/{id}/print/,POST,,not probed,no,,needs id | registry:MARKETPLACE.PACK_BARCODE_PRINT
Marketplace,/marketplace/packing/open/,POST,,not probed,no,,no GET evidence | registry:MARKETPLACE.PACKING_OPEN
Marketplace,/marketplace/packing/queue/,GET,marketplace packing-queue,403,binary+spec,,"{""code"":""WRONG_COMPANY"",""error"":""The marketplace module is not enabled for this company un | registry:MARKETPLACE.PACKING_QUEUE"
Marketplace,/marketplace/packing/scan/,POST,,not probed,no,,no GET evidence | registry:MARKETPLACE.PACKING_SCAN
Marketplace,/marketplace/packing/summary/,GET,marketplace packing-summary,403,binary+spec,,"{""code"":""WRONG_COMPANY"",""error"":""The marketplace module is not enabled for this company un | registry:MARKETPLACE.PACKING_SUMMARY"
Marketplace,/marketplace/packing/summary/complete/,POST,,not probed,no,,write-shaped path segment | registry:MARKETPLACE.PACKING_SUMMARY_COMPLETE
Marketplace,/marketplace/packing/{id}/,GET,,not probed,no,,needs id | registry:MARKETPLACE.PACKING_BY_ID
Marketplace,/marketplace/packing/{id}/complete/,POST,,not probed,no,,write-shaped path segment | registry:MARKETPLACE.PACKING_COMPLETE
Marketplace,/marketplace/packing/{id}/generate/,POST,,not probed,no,,write-shaped path segment | registry:MARKETPLACE.PACKING_GENERATE
Marketplace,/marketplace/reconciliation/,GET,marketplace reconciliation,403,binary+spec,,"{""code"":""WRONG_COMPANY"",""error"":""The marketplace module is not enabled for this company un | registry:MARKETPLACE.RECONCILIATION"
Marketplace,/marketplace/reports/reconciliation/export.csv,GET,marketplace reconciliation-export-csv,403,binary+spec,,"{""code"":""WRONG_COMPANY"",""error"":""The marketplace module is not enabled for this company un"
Marketplace,/marketplace/reports/tracking/{id}/,UNRESOLVED,,not probed,no,,needs id | registry:MARKETPLACE.REPORT_TRACKING | verb unresolved in bundle
Marketplace,/marketplace/reports/{id}/export.csv,GET,marketplace report-export-csv,not probed,binary+spec,,needs id | registry:MARKETPLACE.REPORT_EXPORT
Marketplace,/marketplace/reports/{id}/preview/,UNRESOLVED,,not probed,no,,needs id | registry:MARKETPLACE.REPORT_PREVIEW | verb unresolved in bundle
