section,company,date,ref,stage,status,party,vehicle_no,transporter,destination,item_or_doc,qty,uom,litres,hours,days,count,verified,evidence,note
DISPATCH_DAY,JIVO_OIL,2026-08-04,,,,,,,,,0,boxes,53278,,,5,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,5 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-08-05,,,,,,,,,0,boxes,59104,,,18,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,12 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-08-05,,,,,,,,,0,boxes,43242,,,3,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,3 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-08-05,,,,,,,,,720,boxes,44990,,,8,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,8 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-08-06,,,,,,,,,0,boxes,52320,,,13,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,12 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-08-06,,,,,,,,,0,boxes,52995,,,4,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,4 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-08-06,,,,,,,,,0,boxes,38642,,,6,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,6 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-08-07,,,,,,,,,0,boxes,41400,,,12,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,12 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-08-07,,,,,,,,,0,boxes,26440,,,3,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,3 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-08-07,,,,,,,,,0,boxes,44260,,,4,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,4 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-08-08,,,,,,,,,0,boxes,61356,,,13,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,13 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-08-08,,,,,,,,,0,boxes,68400,,,4,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,4 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-08-08,,,,,,,,,0,boxes,51131,,,7,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,7 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-08-09,,,,,,,,,0,boxes,14940,,,4,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,4 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-08-09,,,,,,,,,0,boxes,22008,,,1,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,1 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-08-09,,,,,,,,,0,boxes,10470,,,1,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,1 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-08-10,,,,,,,,,0,boxes,18600,,,4,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,4 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-08-10,,,,,,,,,0,boxes,23444,,,3,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,3 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-08-10,,,,,,,,,0,boxes,25152,,,4,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,4 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-08-11,,,,,,,,,0,boxes,48536,,,11,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,11 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-08-11,,,,,,,,,0,boxes,35568,,,4,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,4 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-08-11,,,,,,,,,0,boxes,54944,,,7,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,7 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-08-12,,,,,,,,,0,boxes,56700,,,12,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,12 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-08-12,,,,,,,,,0,boxes,67024,,,6,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,6 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-08-12,,,,,,,,,0,boxes,23761,,,5,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,5 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-08-13,,,,,,,,,0,boxes,50100,,,12,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,12 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-08-13,,,,,,,,,0,boxes,21533,,,2,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,2 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-08-13,,,,,,,,,0,boxes,64519,,,6,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,6 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-08-14,,,,,,,,,0,boxes,47760,,,9,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,9 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-08-14,,,,,,,,,0,boxes,35064,,,2,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,2 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-08-14,,,,,,,,,0,boxes,29465,,,2,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,2 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-08-17,,,,,,,,,0,boxes,61976,,,12,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,12 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-08-17,,,,,,,,,0,boxes,27238,,,2,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,2 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-08-17,,,,,,,,,0,boxes,29947,,,7,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,7 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-08-18,,,,,,,,,0,boxes,58578,,,14,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,14 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-08-18,,,,,,,,,0,boxes,19176,,,2,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,2 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-08-18,,,,,,,,,0,boxes,1338,,,1,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,1 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-08-19,,,,,,,,,1800,boxes,51069,,,15,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,14 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-08-19,,,,,,,,,2891,boxes,86638,,,5,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,5 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-08-19,,,,,,,,,1645,boxes,40338,,,7,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,7 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-08-20,,,,,,,,,1140,boxes,13260,,,3,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,3 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-08-20,,,,,,,,,3673,boxes,68764,,,5,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,5 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-08-20,,,,,,,,,2576,boxes,50541,,,5,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,5 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-08-21,,,,,,,,,3175,boxes,32100,,,9,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,9 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-08-21,,,,,,,,,1979,boxes,36908,,,3,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,3 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-08-21,,,,,,,,,117,boxes,14812,,,4,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,4 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-08-22,,,,,,,,,7635,boxes,88200,,,19,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,17 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-08-22,,,,,,,,,3760,boxes,59594,,,6,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,6 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-08-22,,,,,,,,,1635,boxes,22887,,,4,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,4 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-08-23,,,,,,,,,1850,boxes,18000,,,5,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,5 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-08-23,,,,,,,,,1767,boxes,33397,,,2,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,2 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-08-24,,,,,,,,,5450,boxes,54000,,,15,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,15 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-08-24,,,,,,,,,1928,boxes,35794,,,4,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,4 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-08-24,,,,,,,,,1060,boxes,17351,,,3,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,3 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-08-25,,,,,,,,,6400,boxes,63611,,,17,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,16 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-08-25,,,,,,,,,6257,boxes,113818,,,8,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,8 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-08-25,,,,,,,,,1619,boxes,32468,,,5,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,5 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-08-26,,,,,,,,,4050,boxes,44098,,,12,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,12 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-08-26,,,,,,,,,4504,boxes,81141,,,7,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,7 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-08-26,,,,,,,,,1723,boxes,40090,,,6,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,6 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-08-27,,,,,,,,,5612,boxes,56682,,,13,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,13 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-08-27,,,,,,,,,4841,boxes,91030,,,7,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,7 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-08-27,,,,,,,,,1810,boxes,44369,,,4,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,4 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-08-29,,,,,,,,,3670,boxes,33732,,,11,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,11 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-08-29,,,,,,,,,1065,boxes,17578,,,1,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,1 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-08-29,,,,,,,,,3636,boxes,79302,,,10,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,10 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_BEVERAGES,2026-08-30,,,,,,,,,1700,boxes,15000,,,5,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,5 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_MART,2026-08-30,,,,,,,,,509,boxes,10064,,,1,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,1 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
DISPATCH_DAY,JIVO_OIL,2026-08-30,,,,,,,,,0,boxes,2000,,,1,VERIFIED,GET /gate-core/sales-dispatch/?from_date&to_date&all_companies=1,1 distinct vehicles. total_boxes is 0 before 2026-08-19 - barcode box scanning was piloted 2026-08-05 and went continuous 2026-08-19.
TRUCK_TURNAROUND,JIVO_MART,2026-08-30,ARV-20260830-0007,,DEPARTED,,DL01MA6176,,,,,,,2.22,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-30,ARV-20260830-0006,,DEPARTED,,DL01LAQ1226,,,,,,,1.22,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-30,ARV-20260830-0005,,DEPARTED,,DL01LAD9094,,,,,,,1.48,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_OIL,2026-08-30,ARV-20260830-0004,,DEPARTED,,HR69E9959,,,,,,,1.76,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-30,ARV-20260830-0003,,DEPARTED,,DL01LAN4065,,,,,,,1.03,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-30,ARV-20260830-0002,,DEPARTED,,DL01LAN3959,,,,,,,0.79,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-30,ARV-20260830-0001,,DEPARTED,,DL01LAR0929,,,,,,,0.71,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,"JIVO_BEVERAGES,JIVO_OIL",2026-08-29,ARV-20260829-0021,,DEPARTED,,HR69E9959,,,,,,,1.91,,2,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_OIL,2026-08-29,ARV-20260829-0020,,DEPARTED,,HR55AL8056,,,,,,,3.14,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_OIL,2026-08-29,ARV-20260829-0019,,DEPARTED,,HR67E9670,,,,,,,3.79,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_OIL,2026-08-29,ARV-20260829-0018,,DEPARTED,,HR67F7934,,,,,,,3.14,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_OIL,2026-08-29,ARV-20260829-0017,,DEPARTED,,HR67E3663,,,,,,,1.81,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_OIL,2026-08-29,ARV-20260829-0016,,DEPARTED,,HR67C1036,,,,,,,4.42,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-29,ARV-20260829-0015,,DEPARTED,,DL01LAC8007,,,,,,,2.27,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-29,ARV-20260829-0014,,DEPARTED,,DL01LAR0929,,,,,,,2.14,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-29,ARV-20260829-0013,,DEPARTED,,DL01LAN4204,,,,,,,3.48,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_OIL,2026-08-29,ARV-20260829-0012,,DEPARTED,,DL01LX3089,,,,,,,3.94,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_OIL,2026-08-29,ARV-20260829-0011,,DEPARTED,,DL01LY5728,,,,,,,5.71,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_MART,2026-08-29,ARV-20260829-0010,,DEPARTED,,TG29T1919,,,,,,,5.35,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-29,ARV-20260829-0009,,DEPARTED,,DL01LAN0395,,,,,,,3.82,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-29,ARV-20260829-0008,,DEPARTED,,DL01LAT3914,,,,,,,2.42,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_OIL,2026-08-29,ARV-20260829-0007,,DEPARTED,,HP12R7473,,,,,,,7.55,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-29,ARV-20260829-0006,,DEPARTED,,DL01LAQ4445,,,,,,,2.78,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_OIL,2026-08-29,ARV-20260829-0005,,DEPARTED,,DL01LAR7060,,,,,,,6.81,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-29,ARV-20260829-0004,,DEPARTED,,DL01LAQ1226,,,,,,,2.43,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-29,ARV-20260829-0003,,DEPARTED,,DL01LAM0715,,,,,,,3.5,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
TRUCK_TURNAROUND,JIVO_BEVERAGES,2026-08-29,ARV-20260829-0002,,DEPARTED,,DL01LAN4065,,,,,,,3.02,,1,VERIFIED,GET /gate-core/arrivals/ (newest 200 only),gate-in to departed_at for one physical truck. count = number of dockings on it.
