section,entity,metric,value,unit,period,source_endpoint,status,note
LABOUR_RUN,2026-08-11 / JP Machine / run3,labour_count,18,people,2026-08-11,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-11 / JP Machine / run3,other_manpower_count,0,people,2026-08-11,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-11 / JP Machine / run3,supervisor,Ravi,name,2026-08-11,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-11 / JP Machine / run3,operator,Sudesh pradhan,name,2026-08-11,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-11 / JP Machine / run6,labour_count,18,people,2026-08-11,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-11 / JP Machine / run6,other_manpower_count,0,people,2026-08-11,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-11 / JP Machine / run6,supervisor,Ravi,name,2026-08-11,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-11 / JP Machine / run6,operator,Sudesh pradhan,name,2026-08-11,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-10 / 10 Head / run2,labour_count,18,people,2026-08-10,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-10 / 10 Head / run2,other_manpower_count,0,people,2026-08-10,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-10 / 10 Head / run2,supervisor,Ravi,name,2026-08-10,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-10 / 10 Head / run2,operator,Ajeet,name,2026-08-10,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-10 / 6 Head / run5,labour_count,17,people,2026-08-10,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-10 / 6 Head / run5,other_manpower_count,0,people,2026-08-10,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-10 / 6 Head / run5,supervisor,Ravi,name,2026-08-10,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-10 / 6 Head / run5,operator,Mukesh,name,2026-08-10,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-10 / Clear Pack / run3,labour_count,18,people,2026-08-10,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-10 / Clear Pack / run3,other_manpower_count,0,people,2026-08-10,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-10 / Clear Pack / run3,supervisor,Ravi,name,2026-08-10,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-10 / Clear Pack / run3,operator,Rupesh,name,2026-08-10,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-10 / JP Machine / run1,labour_count,18,people,2026-08-10,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-10 / JP Machine / run1,other_manpower_count,0,people,2026-08-10,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-10 / JP Machine / run1,supervisor,Ravi,name,2026-08-10,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-10 / JP Machine / run1,operator,Sudesh pradhan,name,2026-08-10,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-10 / JP Machine / run4,labour_count,0,people,2026-08-10,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-10 / JP Machine / run4,other_manpower_count,0,people,2026-08-10,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-10 / JP Machine / run4,supervisor,BLANK,name,2026-08-10,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-10 / JP Machine / run4,operator,BLANK,name,2026-08-10,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-08 / 10 Head / run1,labour_count,18,people,2026-08-08,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-08 / 10 Head / run1,other_manpower_count,0,people,2026-08-08,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-08 / 10 Head / run1,supervisor,Ravi,name,2026-08-08,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-08 / 10 Head / run1,operator,Ajeet,name,2026-08-08,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-08 / 6 Head / run3,labour_count,17,people,2026-08-08,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-08 / 6 Head / run3,other_manpower_count,0,people,2026-08-08,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-08 / 6 Head / run3,supervisor,Ravi,name,2026-08-08,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-08 / 6 Head / run3,operator,Krishna,name,2026-08-08,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-08 / JP Machine / run2,labour_count,18,people,2026-08-08,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-08 / JP Machine / run2,other_manpower_count,0,people,2026-08-08,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-08 / JP Machine / run2,supervisor,Ravi,name,2026-08-08,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-08 / JP Machine / run2,operator,Sudesh pradhan,name,2026-08-08,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-07 / 10 Head / run4,labour_count,18,people,2026-08-07,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-07 / 10 Head / run4,other_manpower_count,0,people,2026-08-07,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-07 / 10 Head / run4,supervisor,Ravi,name,2026-08-07,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-07 / 10 Head / run4,operator,Ajeet,name,2026-08-07,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-07 / 10 Head / run6,labour_count,18,people,2026-08-07,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-07 / 10 Head / run6,other_manpower_count,0,people,2026-08-07,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-07 / 10 Head / run6,supervisor,Ravi,name,2026-08-07,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-07 / 10 Head / run6,operator,Ajeet,name,2026-08-07,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-07 / 6 Head / run1,labour_count,17,people,2026-08-07,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-07 / 6 Head / run1,other_manpower_count,0,people,2026-08-07,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-07 / 6 Head / run1,supervisor,Ravi,name,2026-08-07,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-07 / 6 Head / run1,operator,Mukesh,name,2026-08-07,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-07 / 6 Head / run5,labour_count,0,people,2026-08-07,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-07 / 6 Head / run5,other_manpower_count,0,people,2026-08-07,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-07 / 6 Head / run5,supervisor,BLANK,name,2026-08-07,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-07 / 6 Head / run5,operator,BLANK,name,2026-08-07,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-07 / Clear Pack / run3,labour_count,18,people,2026-08-07,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-07 / Clear Pack / run3,other_manpower_count,0,people,2026-08-07,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-07 / Clear Pack / run3,supervisor,Ravi,name,2026-08-07,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-07 / Clear Pack / run3,operator,Rupesh,name,2026-08-07,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-07 / JP Machine / run2,labour_count,18,people,2026-08-07,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-07 / JP Machine / run2,other_manpower_count,0,people,2026-08-07,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-07 / JP Machine / run2,supervisor,Ravi,name,2026-08-07,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-07 / JP Machine / run2,operator,Sudesh pradhan,name,2026-08-07,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-06 / 10 Head / run3,labour_count,18,people,2026-08-06,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-06 / 10 Head / run3,other_manpower_count,0,people,2026-08-06,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-06 / 10 Head / run3,supervisor,Ravi,name,2026-08-06,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-06 / 10 Head / run3,operator,Ajeet,name,2026-08-06,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-06 / 10 Head / run7,labour_count,18,people,2026-08-06,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-06 / 10 Head / run7,other_manpower_count,0,people,2026-08-06,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-06 / 10 Head / run7,supervisor,Ravi,name,2026-08-06,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-06 / 10 Head / run7,operator,Ajeet,name,2026-08-06,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-06 / 6 Head / run4,labour_count,17,people,2026-08-06,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-06 / 6 Head / run4,other_manpower_count,0,people,2026-08-06,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-06 / 6 Head / run4,supervisor,Ravi,name,2026-08-06,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-06 / 6 Head / run4,operator,Krishna,name,2026-08-06,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-06 / Clear Pack / run1,labour_count,18,people,2026-08-06,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-06 / Clear Pack / run1,other_manpower_count,0,people,2026-08-06,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-06 / Clear Pack / run1,supervisor,Ravi,name,2026-08-06,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-06 / Clear Pack / run1,operator,Rupesh,name,2026-08-06,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-06 / Clear Pack / run6,labour_count,18,people,2026-08-06,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-06 / Clear Pack / run6,other_manpower_count,0,people,2026-08-06,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-06 / Clear Pack / run6,supervisor,Ravi,name,2026-08-06,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-06 / Clear Pack / run6,operator,Rupesh,name,2026-08-06,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-06 / JP Machine / run2,labour_count,18,people,2026-08-06,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-06 / JP Machine / run2,other_manpower_count,0,people,2026-08-06,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-06 / JP Machine / run2,supervisor,Ravi,name,2026-08-06,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-06 / JP Machine / run2,operator,Sudesh pradhan,name,2026-08-06,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-06 / Pouch Machine / run5,labour_count,12,people,2026-08-06,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-06 / Pouch Machine / run5,other_manpower_count,0,people,2026-08-06,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-06 / Pouch Machine / run5,supervisor,Hardeep,name,2026-08-06,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-06 / Pouch Machine / run5,operator,Amit,name,2026-08-06,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-05 / 10 Head / run3,labour_count,17,people,2026-08-05,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-05 / 10 Head / run3,other_manpower_count,0,people,2026-08-05,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-05 / 10 Head / run3,supervisor,Ravi,name,2026-08-05,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-05 / 10 Head / run3,operator,Ajeet,name,2026-08-05,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-05 / 6 Head / run4,labour_count,18,people,2026-08-05,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-05 / 6 Head / run4,other_manpower_count,0,people,2026-08-05,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-05 / 6 Head / run4,supervisor,Ravi,name,2026-08-05,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-05 / 6 Head / run4,operator,Mukesh,name,2026-08-05,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-05 / 6 Head / run6,labour_count,14,people,2026-08-05,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-05 / 6 Head / run6,other_manpower_count,0,people,2026-08-05,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-05 / 6 Head / run6,supervisor,Ravi,name,2026-08-05,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-05 / 6 Head / run6,operator,Mukesh,name,2026-08-05,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-05 / Clear Pack / run1,labour_count,18,people,2026-08-05,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-05 / Clear Pack / run1,other_manpower_count,0,people,2026-08-05,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-05 / Clear Pack / run1,supervisor,Ravi,name,2026-08-05,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-05 / Clear Pack / run1,operator,Rupesh,name,2026-08-05,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-05 / Clear Pack / run7,labour_count,18,people,2026-08-05,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-05 / Clear Pack / run7,other_manpower_count,0,people,2026-08-05,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-05 / Clear Pack / run7,supervisor,Ravi,name,2026-08-05,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-05 / Clear Pack / run7,operator,Rupesh,name,2026-08-05,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-05 / JP Machine / run2,labour_count,18,people,2026-08-05,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-05 / JP Machine / run2,other_manpower_count,0,people,2026-08-05,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-05 / JP Machine / run2,supervisor,Ravi,name,2026-08-05,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-05 / JP Machine / run2,operator,Sudesh pradhan,name,2026-08-05,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-05 / Pouch Machine / run5,labour_count,10,people,2026-08-05,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-05 / Pouch Machine / run5,other_manpower_count,0,people,2026-08-05,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-05 / Pouch Machine / run5,supervisor,Hardeep,name,2026-08-05,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-05 / Pouch Machine / run5,operator,Amit,name,2026-08-05,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-04 / 10 Head / run3,labour_count,17,people,2026-08-04,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-04 / 10 Head / run3,other_manpower_count,0,people,2026-08-04,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-04 / 10 Head / run3,supervisor,Ravi,name,2026-08-04,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-04 / 10 Head / run3,operator,Ajeet,name,2026-08-04,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-04 / 10 Head / run7,labour_count,18,people,2026-08-04,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-04 / 10 Head / run7,other_manpower_count,0,people,2026-08-04,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-04 / 10 Head / run7,supervisor,Ravi,name,2026-08-04,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-04 / 10 Head / run7,operator,Ajeet,name,2026-08-04,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-04 / 6 Head / run4,labour_count,18,people,2026-08-04,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-04 / 6 Head / run4,other_manpower_count,0,people,2026-08-04,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-04 / 6 Head / run4,supervisor,Ravi,name,2026-08-04,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-04 / 6 Head / run4,operator,Mukesh,name,2026-08-04,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-04 / 6 Head / run6,labour_count,17,people,2026-08-04,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-04 / 6 Head / run6,other_manpower_count,0,people,2026-08-04,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-04 / 6 Head / run6,supervisor,Ravi,name,2026-08-04,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-04 / 6 Head / run6,operator,Mukesh,name,2026-08-04,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-04 / Clear Pack / run1,labour_count,18,people,2026-08-04,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-04 / Clear Pack / run1,other_manpower_count,0,people,2026-08-04,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-04 / Clear Pack / run1,supervisor,Ravi,name,2026-08-04,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-04 / Clear Pack / run1,operator,Rupesh,name,2026-08-04,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-04 / JP Machine / run2,labour_count,17,people,2026-08-04,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-04 / JP Machine / run2,other_manpower_count,0,people,2026-08-04,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-04 / JP Machine / run2,supervisor,Ravi,name,2026-08-04,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-04 / JP Machine / run2,operator,Sudesh pradhan,name,2026-08-04,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-04 / Pouch Machine / run5,labour_count,12,people,2026-08-04,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-04 / Pouch Machine / run5,other_manpower_count,0,people,2026-08-04,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-04 / Pouch Machine / run5,supervisor,Ravi,name,2026-08-04,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-04 / Pouch Machine / run5,operator,Krishna,name,2026-08-04,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-03 / 10 Head / run2,labour_count,17,people,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-03 / 10 Head / run2,other_manpower_count,0,people,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-03 / 10 Head / run2,supervisor,Ravi,name,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-03 / 10 Head / run2,operator,Ajeet,name,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-03 / 10 Head / run5,labour_count,17,people,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-03 / 10 Head / run5,other_manpower_count,0,people,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-03 / 10 Head / run5,supervisor,Ravi,name,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-03 / 10 Head / run5,operator,Ajeet,name,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-03 / 6 Head / run3,labour_count,18,people,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-03 / 6 Head / run3,other_manpower_count,0,people,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-03 / 6 Head / run3,supervisor,Ravi,name,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-03 / 6 Head / run3,operator,Krishan,name,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-03 / 6 Head / run6,labour_count,18,people,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-03 / 6 Head / run6,other_manpower_count,0,people,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-03 / 6 Head / run6,supervisor,Ravi,name,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-03 / 6 Head / run6,operator,Krishna,name,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-03 / 6 Head / run8,labour_count,17,people,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-03 / 6 Head / run8,other_manpower_count,0,people,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-03 / 6 Head / run8,supervisor,Ravi,name,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-03 / 6 Head / run8,operator,Ajeet,name,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-03 / Clear Pack / run1,labour_count,17,people,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-03 / Clear Pack / run1,other_manpower_count,0,people,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-03 / Clear Pack / run1,supervisor,Ravi,name,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-03 / Clear Pack / run1,operator,Rupesh,name,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-03 / Clear Pack / run7,labour_count,18,people,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-03 / Clear Pack / run7,other_manpower_count,0,people,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-03 / Clear Pack / run7,supervisor,Ravi,name,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-03 / Clear Pack / run7,operator,Rupesh,name,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-03 / Clear Pack / run9,labour_count,18,people,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-03 / Clear Pack / run9,other_manpower_count,0,people,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-03 / Clear Pack / run9,supervisor,Ravi,name,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-03 / Clear Pack / run9,operator,Rupesh,name,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-03 / JP Machine / run10,labour_count,0,people,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-03 / JP Machine / run10,other_manpower_count,0,people,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-03 / JP Machine / run10,supervisor,BLANK,name,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-03 / JP Machine / run10,operator,BLANK,name,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-03 / Pouch Machine / run4,labour_count,18,people,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-03 / Pouch Machine / run4,other_manpower_count,0,people,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-03 / Pouch Machine / run4,supervisor,Ravi,name,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-03 / Pouch Machine / run4,operator,Amit,name,2026-08-03,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-01 / 10 Head / run2,labour_count,17,people,2026-08-01,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-01 / 10 Head / run2,other_manpower_count,0,people,2026-08-01,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
LABOUR_RUN,2026-08-01 / 10 Head / run2,supervisor,Ravi,name,2026-08-01,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-01 / 10 Head / run2,operator,Ajeet,name,2026-08-01,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-01 / 6 Head / run3,labour_count,18,people,2026-08-01,GET /production-execution/runs/{id}/,VERIFIED,
LABOUR_RUN,2026-08-01 / 6 Head / run3,other_manpower_count,0,people,2026-08-01,GET /production-execution/runs/{id}/,VERIFIED,0 on all 136 runs
