grain,source_endpoint,plan_month,month_label,month_absid,upload_id,version,is_latest,uploaded_by,uploaded_at,source_file,source_row,row_id,item_code,sap_item_exists,sap_item_name,sap_u_sub_group,sap_u_type,sap_u_variety,sap_inventory_uom,sap_qty_on_stock,brand,head,category,sub_category,sku,per_ltrs,ltrs_per_box,case_pack,commodity_monthly,commodity_w1,commodity_w2,commodity_w3,commodity_w4,premium_monthly,premium_w1,premium_w2,premium_w3,premium_w4,ecom_planning,monthly_planning,total_planning,quantity
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,62,59,FG0000018,YES,COLD PRESS 5 LTR + COLD PRESS 1 LTR 3 PCS SHRINKED,CANOLA,PREMIUM,COLD PRESS,PCS,58,JIVO,PREMIUM,CANOLA,JIVO CANOLA,COLD PRESS 5 LTR + COLD PRESS 1 LTR 3 PCS SHRINKED,6.000,18.000,3.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,14,11,FG0000020,YES,REFINED OIL 5 LTR,CANOLA,PREMIUM,REFINED,PCS,46.75,JIVO,PREMIUM,CSD,JIVO CANOLA,REFINED OIL 5 LTR,20.000,20.000,1.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,32,29,FG0000023,YES,COLD PRESS 5 LTR + EXTRA LIGHT OLIVE 1 LTR 3 PCS SHRINKED,CANOLA,PREMIUM,COLD PRESS,PCS,296,JIVO,PREMIUM,CANOLA,JIVO CANOLA,COLD PRESS 5 LTR + EXTRA LIGHT OLIVE 1 LTR 3 PCS SHRINKED,6.000,18.000,3.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,92,89,FG0000041,YES,EXTRA VIRGIN OLIVE GLASS BOTTLE 500 MLS 12 PCS,OLIVE,PREMIUM,EXTRA VIRGIN,PCS,0,JIVO,PREMIUM,EXTRA VIRGIN,EXTRA VIRGIN,EXTRA VIRGIN OLIVE GLASS BOTTLE 500 MLS 12 PCS,0.500,6.000,12.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,130,127,FG0000045,YES,POMACE OLIVE 500 MLS 24 PCS,OLIVE,PREMIUM,POMACE,PCS,1966,JIVO,PREMIUM,POMACE,JIVO POMACE,POMACE OLIVE 500 MLS 24 PCS,0.500,12.000,24.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,75,72,FG0000048,YES,COLD PRESS 100 MLS 24 PCS,CANOLA,PREMIUM,COLD PRESS,PCS,0,JIVO,PREMIUM,CANOLA,JIVO CANOLA,COLD PRESS 100 MLS 24 PCS,0.100,2.400,24.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,170,167,FG0000054,YES,COLD PRESS 4 LTR + EXTRA LIGHT OLIVE 1 LTR 5 PCS,CANOLA,PREMIUM,COLD PRESS,PCS,105,JIVO,PREMIUM,CANOLA,CANOLA,COLD PRESS 4 LTR + EXTRA LIGHT OLIVE 1 LTR 5 PCS,4.000,20.000,5.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,114,111,FG0000067,YES,MUSTARD KACCHI GHANI 3 LTR 6 PCS,MUSTARD,COMMODITY,MUSTARD KACCHI GHANI,PCS,0,JIVO,COMMODITY,MUSTARD,JIVO MUSTARD,MUSTARD KACCHI GHANI 3 LTR 6 PCS,3.000,18.000,6.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,73,70,FG0000069,YES,COLD PRESS 5 LTR + COLD PRESS 1 LTR 3 PCS SHRINKED PLAIN,CANOLA,PREMIUM,COLD PRESS,PCS,50,JIVO,PREMIUM,CANOLA,JIVO CANOLA,COLD PRESS 5 LTR + COLD PRESS 1 LTR 3 PCS SHRINKED PLAIN,6.000,18.000,3.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,33,30,FG0000104,YES,EXTRA LIGHT OLIVE 100 MLS 10 PCS(CSD),OLIVE,PREMIUM,EXTRA LIGHT,PCS,50,JIVO,PREMIUM,CSD,EXTRA LIGHT,EXTRA LIGHT OLIVE 100 MLS 10 PCS,1.000,1.000,10.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,31,28,FG0000105,YES,EXTRA LIGHT OLIVE 250 MLS 4 PCS(CSD),OLIVE,PREMIUM,EXTRA LIGHT,PCS,29,JIVO,PREMIUM,CSD,EXTRA LIGHT,EXTRA LIGHT OLIVE 250 MLS 4 PCS,1.000,1.000,4.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,65,62,FG0000131,YES,COLD PRESS 5 LTR + EXTRA LIGHT OLIVE 1 LTR 3 PCS SHRINKED PLAIN,CANOLA,PREMIUM,COLD PRESS,PCS,14,JIVO,PREMIUM,CANOLA,JIVO CANOLA,COLD PRESS 5 LTR + EXTRA LIGHT OLIVE 1 LTR 3 PCS SHRINKED PLAIN,6.000,18.000,3.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,162,159,FG0000133,YES,COLD PRESSED SUNFLOWER OIL 2 LTR 10 PCS HANDLE,SUNFLOWER,COMMODITY,COLD PRESS,PCS,58,JIVO,COMMODITY,SUNFLOWER,JIVO SUNFLOWER,COLD PRESSED SUNFLOWER OIL 2 LTR 10 PCS HANDLE,2.000,20.000,10.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,68,65,FG0000134,YES,SANO CANOLA OIL 1 LTR 20 PCS,CANOLA,PREMIUM,COLD PRESS,PCS,908,SANO,PREMIUM,CANOLA,SANO CANOLA,SANO CANOLA OIL 1 LTR 20 PCS,1.000,20.000,20.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,69,66,FG0000135,YES,SANO CANOLA OIL 5 LTR 4 PCS,CANOLA,PREMIUM,COLD PRESS,PCS,0,SANO,PREMIUM,CANOLA,SANO CANOLA,SANO CANOLA OIL 5 LTR 4 PCS,5.000,20.000,4.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,166,163,FG0000138,YES,SANO SUNFLOWER OIL 1 LTR 20 PCS,SUNFLOWER,COMMODITY,REFINED,PCS,53,SANO,COMMODITY,SUNFLOWER,SANO SUNFLOWER,SANO SUNFLOWER OIL 1 LTR 20 PCS,1.000,20.000,20.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,165,162,FG0000139,YES,SANO SUNFLOWER OIL 5 LTR 4 PCS,SUNFLOWER,COMMODITY,REFINED,PCS,0,SANO,COMMODITY,SUNFLOWER,SANO SUNFLOWER,SANO SUNFLOWER OIL 5 LTR 4 PCS,5.000,20.000,4.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,147,144,FG0000140,YES,SANO SOYABEAN OIL 1 LTR 20 PCS,SOYABEAN,COMMODITY,REFINED,PCS,221,SANO,COMMODITY,SOYABEAN,SANO SOYABEAN,SANO SOYABEAN OIL 1 LTR 20 PCS,1.000,20.000,20.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,146,143,FG0000141,YES,SANO SOYABEAN OIL 5 LTR 4 PCS,SOYABEAN,COMMODITY,REFINED,PCS,273,SANO,COMMODITY,SOYABEAN,SANO SOYABEAN,SANO SOYABEAN OIL 5 LTR 4 PCS,5.000,20.000,4.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,58,55,FG0000145,YES,COLD PRESS 5 LTR + POMACE OLIVE 1 LTR 4 PCS,CANOLA,PREMIUM,COLD PRESS,PCS,16,JIVO,PREMIUM,CANOLA,JIVO CANOLA,COLD PRESS 5 LTR + POMACE OLIVE 1 LTR 4 PCS,5.000,20.000,4.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,186,183,FG0000146,YES,COLD PRESS 5 LTR + POMACE OLIVE 1 LTR 3 PCS SHRINKED,CANOLA,PREMIUM,COLD PRESS,PCS,21,JIVO,PREMIUM,CANOLA,JIVO CANOLA,COLD PRESS 5 LTR + POMACE OLIVE 1 LTR 3 PCS SHRINKED,6.000,18.000,3.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,87,84,FG0000147,YES,SANO EXTRA LIGHT OLIVE 1 LTR 16 PCS,OLIVE,PREMIUM,EXTRA LIGHT,PCS,0,SANO,PREMIUM,EXTRA LIGHT,SANO EL,SANO EXTRA LIGHT OLIVE 1 LTR 16 PCS,1.000,16.000,16.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,78,75,FG0000152,YES,SANO OLIVE CLASSIC 5 LTR TIN 4 PCS,OLIVE,PREMIUM,CLASSIC,PCS,0,SANO,PREMIUM,CLASSIC,SANO CLASSIC,SANO OLIVE CLASSIC 5 LTR TIN 4 PCS,5.000,5.000,1.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,76,73,FG0000153,YES,COLD PRESS 5 LTR + SANO EXTRA LIGHT OLIVE 1 LTR 4 PCS,CANOLA,PREMIUM,COLD PRESS,PCS,0,JIVO,PREMIUM,CANOLA,JIVO CANOLA,COLD PRESS 5 LTR + SANO EXTRA LIGHT OLIVE 1 LTR 4 PCS,5.000,20.000,4.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,84,81,FG0000154,YES,MUSTARD OIL 100 MLS 20 PCS(CSD),MUSTARD,COMMODITY,MUSTARD KACCHI GHANI,PCS,12,JIVO,PREMIUM,CSD,JIVO MUSTARD,MUSTARD OIL 100 MLS 20 PCS,2.000,2.000,20.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,71,68,FG0000160,YES,COLD PRESS 4 LTR 5 PCS,CANOLA,PREMIUM,COLD PRESS,PCS,0,JIVO,PREMIUM,CANOLA,JIVO CANOLA,COLD PRESS 4 LTR 5 PCS,4.000,20.000,5.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,41,38,FG0000161,YES,EXTRA VIRGIN OLIVE 500 MLS 24 PCS,OLIVE,PREMIUM,EXTRA VIRGIN,PCS,39,JIVO,PREMIUM,EXTRA VIRGIN,EXTRA VIRGIN,EXTRA VIRGIN OLIVE 500 MLS 24 PCS,0.500,12.000,24.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,79,76,FG0000162,YES,SANO OLIVE CLASSIC 1 LTR 16 PCS,OLIVE,PREMIUM,CLASSIC,PCS,0,SANO,PREMIUM,CLASSIC,SANO CLASSIC,SANO OLIVE CLASSIC 1 LTR 16 PCS,1.000,20.000,5.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,181,178,FG0000164,YES,EXTRA VIRGIN OLIVE 200 MLS 36 PCS,OLIVE,PREMIUM,EXTRA VIRGIN,PCS,0,JIVO,PREMIUM,EXTRA VIRGIN,EXTRA VIRGIN,EXTRA VIRGIN OLIVE 200 MLS 36 PCS,0.200,7.200,36.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,83,80,FG0000168,YES,REFINED COTTON SEED OIL 15 KGS,COTTON SEED,COMMODITY,REFINED,PCS,0,JIVO,COMMODITY,COTTONSEED,COTTONSEED,REFINED COTTON SEED OIL 15 KGS,15.000,15.000,1.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,82,79,FG0000169,YES,REFINED COTTON SEED OIL 13 KGS,COTTON SEED,COMMODITY,REFINED,PCS,3,JIVO,COMMODITY,COTTONSEED,COTTONSEED,REFINED COTTON SEED OIL 13 KGS,14.280,14.280,1.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,74,71,FG0000175,YES,COLD PRESS 1 LTR +1 LTR COMBO 12 SET,CANOLA,PREMIUM,COLD PRESS,PCS,0,JIVO,PREMIUM,CANOLA,JIVO CANOLA,COLD PRESS 1 LTR +1 LTR COMBO 12 SET,2.000,24.000,24.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,64,61,FG0000183,YES,BB ROYAL CANOLA OIL 1 LTR 20 PCS,BLENDED,PREMIUM,BB ROYAL,PCS,859,BB ROYAL,PREMIUM,CANOLA,BB ROYAL,BB ROYAL CANOLA OIL 1 LTR 20 PCS,1.000,20.000,20.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,63,60,FG0000184,YES,BB ROYAL CANOLA OIL 5 LTR 4 PCS,BLENDED,PREMIUM,BB ROYAL,PCS,492,BB ROYAL,PREMIUM,CANOLA,BB ROYAL,BB ROYAL CANOLA OIL 5 LTR 4 PCS,5.000,20.000,4.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,53,50,FG0000185,YES,BB ROYAL BLENDED OIL OLIVE + RICE BRAN 1 LTR 20 PCS,BLENDED,PREMIUM,BB ROYAL,PCS,1043,BB ROYAL,PREMIUM,BLENDED,BB ROYAL,BB ROYAL BLENDED OIL OLIVE + RICE BRAN 1 LTR 20 PCS,1.000,16.000,16.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,52,49,FG0000186,YES,BB ROYAL BLENDED OIL OLIVE + RICE BRAN 5 LTR 4 PCS,BLENDED,PREMIUM,BB ROYAL,PCS,128,BB ROYAL,PREMIUM,BLENDED,BB ROYAL,BB ROYAL BLENDED OIL OLIVE + RICE BRAN 5 LTR 4 PCS,5.000,20.000,4.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,155,152,FG0000241,YES,SANO SOYABEAN OIL 869 GMS 20 PCS,SOYABEAN,COMMODITY,REFINED,PCS,16,SANO,COMMODITY,SOYABEAN,SANO SOYABEAN,SANO SOYABEAN OIL 869 GMS 20 PCS,0.955,19.100,20.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,167,164,FG0000242,YES,SANO SUNFLOWER OIL 869 GMS 20 PCS,SUNFLOWER,COMMODITY,COLD PRESS,PCS,193,SANO,COMMODITY,SUNFLOWER,SANO SUNFLOWER,SANO SUNFLOWER OIL 869 GMS 20 PCS,0.955,19.100,20.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,121,118,FG0000243,YES,SANO MUSTARD OIL 869 GMS 20 PCS,MUSTARD,COMMODITY,MUSTARD KACCHI GHANI,PCS,79,SANO,COMMODITY,MUSTARD,SANO MUSTARD,SANO MUSTARD OIL 869 GMS 20 PCS,0.955,19.100,20.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,154,151,FG0000248,YES,SANO SOYABEAN OIL 15 KGS,SOYABEAN,COMMODITY,REFINED,PCS,0,SANO,COMMODITY,SOYABEAN,SANO SOYABEAN,SANO SOYABEAN OIL 15 KGS,16.484,16.484,1.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,156,153,FG0000249,YES,SANO SOYABEAN OIL 13 KGS,SOYABEAN,COMMODITY,REFINED,PCS,0,SANO,COMMODITY,SOYABEAN,SANO SOYABEAN,SANO SOYABEAN OIL 13 KGS,14.286,14.286,1.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,157,154,FG0000261,YES,SANO SOYABEAN OIL 12 KGS,SOYABEAN,COMMODITY,REFINED,KGS,0,SANO,COMMODITY,SOYABEAN,SANO SOYABEAN,SANO SOYABEAN OIL 12 KGS,13.187,13.187,1.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,67,64,FG0000270,YES,SANO CANOLA 3 LTR 6 PCS,CANOLA,PREMIUM,REFINED,PCS,89,SANO,PREMIUM,CANOLA,SANO CANOLA,SANO CANOLA 3 LTR 6 PCS,3.000,18.000,6.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,153,150,FG0000276,YES,SANO SOYABEAN OIL 850 GMS POUCH 12 PCS,SOYABEAN,COMMODITY,REFINED,PCS,526,SANO,COMMODITY,SOYABEAN,SANO POUCH,SANO SOYABEAN OIL 850 GMS POUCH 12 PCS,0.850,10.200,12.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
per_sku,GET /planning/uploads/1/,2026-09-01,PRODUCTION PLANING MONTH OF SEP 2026,,1,1,True,aahar831@gmail.com,2026-08-27T05:38:25.427998Z,PLANNING FOR SEP 2026.xlsx,138,135,FG0000280,YES,SANO RICE BRAN 889 GMS POUCH 12 PCS,RICE BRAN,COMMODITY,REFINED,PCS,0,SANO,COMMODITY,RICE BRAN,SANO RICE BRAIN,SANO RICE BRAN 889 GMS POUCH 12 PCS,0.889,12.000,12.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
