[2026-09-02T12:58:58.347Z] GET https://vercel.com/login → 200 (279ms, ?B)
[2026-09-02T13:02:02.154Z] GET https://vercel.com/_next/static/immutable/chunks/1na0fham96win.js → 200 (1ms, -2878B)
[2026-09-02T13:02:02.154Z] GET https://vercel.com/_next/static/immutable/chunks/0ghsf5au59h-l.js → 200 (2ms, -2878B)
[2026-09-02T13:02:02.154Z] GET https://vercel.com/_next/static/immutable/chunks/2a0qta7c6ltvs.js → 200 (3ms, -2876B)
[2026-09-02T13:02:02.154Z] GET https://vercel.com/_next/static/immutable/chunks/04r876z-ijbeo.js → 200 (3ms, -2878B)
[2026-09-02T13:02:02.154Z] GET https://vercel.com/_next/static/immutable/chunks/1pemdi9di4bd6.js → 200 (3ms, -2878B)
[2026-09-02T13:02:02.154Z] GET https://vercel.com/_next/static/immutable/chunks/3znl3n6s197iy.js → 200 (3ms, -2878B)
[2026-09-02T13:02:02.155Z] GET https://vercel.com/_next/static/immutable/chunks/2j3uh-e4nij6z.js → 200 (2ms, -2878B)
[2026-09-02T13:02:02.155Z] GET https://vercel.com/_next/static/immutable/chunks/43nnyzzrqqelt.js → 200 (3ms, -2878B)
[2026-09-02T13:02:02.155Z] GET https://vercel.com/_next/static/immutable/chunks/0tct707lo0cfm.js → 200 (2ms, -2878B)
[2026-09-02T13:02:02.157Z] GET https://vercel.com/api/dash-tips?teamId=dp605702-1914 → pending (?ms, ?B)
[2026-09-02T13:02:02.164Z] GET https://vercel.com/_next/static/immutable/chunks/2aof7pypkvtor.js → pending (?ms, ?B)
[2026-09-02T13:02:02.164Z] GET https://vercel.com/_next/static/immutable/chunks/2etlnaubgrmem.js → pending (?ms, ?B)
[2026-09-02T13:02:02.164Z] GET https://vercel.com/_next/static/immutable/chunks/2q43gxyt783z6.js → pending (?ms, ?B)
[2026-09-02T13:02:02.164Z] GET https://vercel.com/_next/static/immutable/chunks/0lfguaqipv_7v.js → pending (?ms, ?B)
[2026-09-02T13:02:02.164Z] GET https://vercel.com/_next/static/immutable/chunks/22ikcofjvt4e9.js → pending (?ms, ?B)
[2026-09-02T13:02:02.164Z] GET https://vercel.com/_next/static/immutable/chunks/3k10nj1dchg0o.js → 200 (121ms, 12767B)
[2026-09-02T13:02:02.164Z] GET https://vercel.com/_next/static/immutable/chunks/3htutt76cqrsm.js → 200 (120ms, 9446B)
[2026-09-02T13:02:02.164Z] GET https://vercel.com/_next/static/immutable/chunks/0el2njxh64qi4.js → 200 (?ms, -2878B)
[2026-09-02T13:02:02.164Z] GET https://vercel.com/_next/static/immutable/chunks/3l-1habot3z32.js → pending (?ms, ?B)
[2026-09-02T13:02:02.164Z] GET https://vercel.com/_next/static/immutable/chunks/2hn66zwkpq72v.js → pending (?ms, ?B)
[2026-09-02T13:02:02.164Z] GET https://vercel.com/_next/static/immutable/chunks/0pzx-9bqon1nj.js → pending (?ms, ?B)
[2026-09-02T13:02:02.164Z] GET https://vercel.com/_next/static/immutable/chunks/3i462ve3d5nej.js → pending (?ms, ?B)
[2026-09-02T13:02:02.164Z] GET https://vercel.com/_next/static/immutable/chunks/3zp-pul8f8bu3.js → pending (?ms, ?B)
[2026-09-02T13:02:02.164Z] GET https://vercel.com/_next/static/immutable/chunks/231w15gvdoee9.css → pending (?ms, ?B)
[2026-09-02T13:02:02.164Z] GET https://vercel.com/api/front-domains/search-tlds → pending (?ms, ?B)
[2026-09-02T13:02:02.216Z] GET https://vercel.com/_next/static/immutable/chunks/01ieln1nxmh2f.css → pending (?ms, ?B)
[2026-09-02T13:02:02.216Z] GET https://vercel.com/account/support?_rsc=IzeOhrgcN--gYieS → pending (?ms, ?B)
[2026-09-02T13:02:02.217Z] GET https://vercel.com/account/settings?_rsc=IzeOhrgcN--gYieS → pending (?ms, ?B)
[2026-09-02T13:02:02.217Z] GET https://vercel.com/_next/static/immutable/chunks/311flvicojna6.css → pending (?ms, ?B)
[2026-09-02T13:02:02.217Z] GET https://vercel.com/account/settings/authentication?_rsc=IzeOhrgcN--gYieS → pending (?ms, ?B)
[2026-09-02T13:02:02.227Z] GET https://vercel.com/api/v1/microfrontends/groups → pending (?ms, ?B)
[2026-09-02T13:02:02.228Z] POST https://vercel.com/api/stream/internal → pending (?ms, ?B)
[2026-09-02T13:02:02.228Z] GET https://vercel.com/api/show-consent-banner → pending (?ms, ?B)
[2026-09-02T13:02:02.228Z] GET https://vercel.com/damans-projects-458c664b → pending (?ms, ?B)
[2026-09-02T13:02:02.286Z] GET https://vercel.com/account/settings/sign-in-with-vercel?_rsc=IzeOhrgcN--gYieS → pending (?ms, ?B)
[2026-09-02T13:02:02.286Z] GET https://vercel.com/account/settings/billing-information?_rsc=IzeOhrgcN--gYieS → pending (?ms, ?B)
[2026-09-02T13:02:02.286Z] GET https://vercel.com/account/settings/billing-items?_rsc=IzeOhrgcN--gYieS → pending (?ms, ?B)
[2026-09-02T13:02:02.286Z] GET https://vercel.com/account/settings/invoices?_rsc=IzeOhrgcN--gYieS → pending (?ms, ?B)
[2026-09-02T13:02:02.288Z] GET https://vercel.com/_next/static/immutable/media/797e433ab948586e.p.1v5bejj26fx9h.woff2 → 200 (?ms, -3009B)
[2026-09-02T13:02:02.288Z] GET https://vercel.com/_next/static/immutable/media/Geist_Variable-s.p.2v-cf9syxr5ni.woff2 → 200 (?ms, -3009B)
[2026-09-02T13:02:02.288Z] GET https://vercel.com/_next/static/immutable/chunks/09b7duyzy2iy0.css → 200 (?ms, -2940B)
[2026-09-02T13:02:02.289Z] GET https://vercel.com/_next/static/immutable/chunks/2g2ilz99nicpn.css → 200 (?ms, -2940B)
[2026-09-02T13:02:02.289Z] GET https://vercel.com/_next/static/immutable/chunks/3-qb-ev6vlqj7.css → 200 (?ms, -2940B)
[2026-09-02T13:02:02.289Z] GET https://vercel.com/_next/static/immutable/chunks/0d1ylwbsfvw34.css → 200 (?ms, -2938B)
[2026-09-02T13:02:02.289Z] GET https://vercel.com/_next/static/immutable/chunks/0zqjlrh2-dbtl.css → 200 (3ms, -2959B)
[2026-09-02T13:02:02.292Z] GET https://vercel.com/_next/static/immutable/chunks/16pihbfozsy1r.js → 200 (5ms, -2878B)
[2026-09-02T13:02:02.292Z] GET https://vercel.com/_next/static/immutable/chunks/0gkqer3o6_q53.js → 200 (5ms, -2878B)
[2026-09-02T13:02:02.293Z] GET https://vercel.com/_next/static/immutable/chunks/2ofc2wu54zqs5.js → 200 (5ms, -2878B)
[2026-09-02T13:02:02.293Z] GET https://vercel.com/_next/static/immutable/chunks/09bognj3n0dzk.js → 200 (6ms, -2878B)
[2026-09-02T13:02:02.293Z] GET https://vercel.com/_next/static/immutable/chunks/0dywe_av5ahyp.js → 200 (5ms, -2878B)
[2026-09-02T13:02:02.293Z] GET https://vercel.com/_next/static/immutable/chunks/turbopack-39jhl194si51o.js → 200 (6ms, -2908B)
[2026-09-02T13:02:02.293Z] GET https://vercel.com/_next/static/immutable/chunks/1ghl9030pk7z4.js → 200 (7ms, -2878B)
[2026-09-02T13:02:02.293Z] GET https://vercel.com/_next/static/immutable/chunks/2_5ijns-kh-p_.js → 200 (7ms, -2878B)
[2026-09-02T13:02:02.293Z] GET https://vercel.com/_next/static/immutable/chunks/1w1609r-r8kff.js → 200 (7ms, -2878B)
[2026-09-02T13:02:02.293Z] GET https://vercel.com/_next/static/immutable/chunks/4537enm2dilf3.js → 200 (7ms, -2878B)
[2026-09-02T13:02:02.293Z] GET https://vercel.com/_next/static/immutable/chunks/1j8i0k_22fxel.js → 200 (7ms, -2878B)
[2026-09-02T13:02:02.293Z] GET https://vercel.com/_next/static/immutable/chunks/232qzp3qy0bg2.js → 200 (8ms, -2878B)
[2026-09-02T13:02:02.293Z] GET https://vercel.com/_next/static/immutable/chunks/04dvo0vl-kkp7.js → 200 (8ms, -2878B)
[2026-09-02T13:02:02.293Z] GET https://vercel.com/_next/static/immutable/chunks/31czi5jev656m.js → 200 (8ms, -2878B)
[2026-09-02T13:02:02.293Z] GET https://vercel.com/_next/static/immutable/chunks/0-cuqjr_qip93.js → 200 (8ms, -2878B)
[2026-09-02T13:02:02.293Z] GET https://vercel.com/_next/static/immutable/chunks/1c_pb9t69gdyi.js → 200 (9ms, -2878B)
[2026-09-02T13:02:02.294Z] GET https://vercel.com/_next/static/immutable/chunks/2k41i9-2rtbll.js → 200 (8ms, -2878B)
[2026-09-02T13:02:02.294Z] GET https://vercel.com/_next/static/immutable/chunks/0fuj49c3r917c.js → 200 (8ms, -2878B)
[2026-09-02T13:02:02.294Z] GET https://vercel.com/_next/static/immutable/chunks/3_wwk6xcw86de.js → 200 (9ms, -2878B)
[2026-09-02T13:02:02.294Z] GET https://vercel.com/_next/static/immutable/chunks/351t4f4jr2fjt.js → 200 (9ms, -2878B)
[2026-09-02T13:02:02.294Z] GET https://vercel.com/_next/static/immutable/chunks/0dicr_a6c53ew.js → 200 (9ms, -2878B)
[2026-09-02T13:02:02.294Z] GET https://vercel.com/_next/static/immutable/chunks/0h3usadhjaiwk.js → 200 (10ms, -2878B)
[2026-09-02T13:02:02.294Z] GET https://vercel.com/_next/static/immutable/chunks/444vie017ums5.js → 200 (11ms, -2878B)
[2026-09-02T13:02:02.294Z] GET https://vercel.com/_next/static/immutable/chunks/3q08q1lb82g90.js → 200 (12ms, -2878B)
[2026-09-02T13:02:02.294Z] GET https://vercel.com/_next/static/immutable/chunks/18g1ndds6zbos.js → 200 (12ms, -2878B)
[2026-09-02T13:02:02.294Z] GET https://vercel.com/_next/static/immutable/chunks/3jm6q31_koox1.js → 200 (13ms, -2878B)
[2026-09-02T13:02:02.294Z] GET https://vercel.com/_next/static/immutable/chunks/2ciwgzn5-o1t9.js → 200 (13ms, -2878B)
[2026-09-02T13:02:02.294Z] GET https://vercel.com/_next/static/immutable/chunks/42m2cfg5ot1v4.js → 200 (13ms, -2878B)
[2026-09-02T13:02:02.294Z] GET https://vercel.com/_next/static/immutable/chunks/3tof1cg4uumvd.js → 200 (13ms, -2878B)
[2026-09-02T13:02:02.294Z] GET https://vercel.com/_next/static/immutable/chunks/3a9ya26s-qzd1.js → 200 (23ms, -2878B)
[2026-09-02T13:02:02.295Z] GET https://vercel.com/_next/static/immutable/chunks/2wfzna5t8z39c.js → 200 (16ms, -2878B)
[2026-09-02T13:02:02.295Z] GET https://vercel.com/_next/static/immutable/chunks/0t6pawz872gew.js → 200 (17ms, -2878B)
[2026-09-02T13:02:02.295Z] GET https://vercel.com/_next/static/immutable/chunks/3lithfpepcakb.js → 200 (17ms, -2878B)
[2026-09-02T13:02:02.295Z] GET https://vercel.com/_next/static/immutable/chunks/3ojvw07r2unpo.js → 200 (22ms, -2878B)
[2026-09-02T13:02:02.295Z] GET https://vercel.com/_next/static/immutable/chunks/1dkp8n54pkk1x.js → 200 (18ms, -2878B)
[2026-09-02T13:02:02.295Z] GET https://vercel.com/_next/static/immutable/chunks/3izttin3pk8vx.js → 200 (18ms, -2878B)
[2026-09-02T13:02:02.295Z] GET https://vercel.com/_next/static/immutable/chunks/2u3r97zvy3v66.js → 200 (18ms, -2878B)
[2026-09-02T13:02:02.295Z] GET https://vercel.com/_next/static/immutable/chunks/3vc4fyukjntiz.js → 200 (21ms, -2878B)
[2026-09-02T13:02:02.295Z] GET https://vercel.com/_next/static/immutable/chunks/0khuw3y_0i2rm.js → 200 (22ms, -2878B)
[2026-09-02T13:02:02.295Z] GET https://vercel.com/_next/static/immutable/chunks/0v-l-qe926kjb.js → 200 (19ms, -2878B)
[2026-09-02T13:02:02.295Z] GET https://vercel.com/_next/static/immutable/chunks/30v1voau9cngx.js → 200 (19ms, -2878B)
[2026-09-02T13:02:02.295Z] GET https://vercel.com/_next/static/immutable/chunks/3mb09cl9pq72_.js → 200 (22ms, -2878B)
[2026-09-02T13:02:02.295Z] GET https://vercel.com/_next/static/immutable/chunks/3x3bbyivzzlgc.js → 200 (21ms, -2878B)
[2026-09-02T13:02:02.295Z] GET https://vercel.com/_next/static/immutable/chunks/0106q7biw-fzn.js → 200 (19ms, -2878B)
[2026-09-02T13:02:02.295Z] GET https://vercel.com/_next/static/immutable/chunks/1qpu05wpeajm2.js → 200 (19ms, -2878B)
[2026-09-02T13:02:02.295Z] GET https://vercel.com/_next/static/immutable/chunks/443eh85mmmbfj.js → 200 (22ms, -2878B)
[2026-09-02T13:02:02.295Z] GET https://vercel.com/_next/static/immutable/chunks/23cuksrzu15wh.js → 200 (19ms, -2878B)
[2026-09-02T13:02:02.295Z] GET https://vercel.com/_next/static/immutable/chunks/1wfj6new5zqek.js → 200 (19ms, -2878B)
[2026-09-02T13:02:02.295Z] GET https://vercel.com/_next/static/immutable/chunks/2o02vb8hh3aji.js → 200 (20ms, -2878B)
[2026-09-02T13:02:02.295Z] GET https://vercel.com/_next/static/immutable/chunks/3o7hfg6m0bcce.js → 200 (20ms, -2878B)
[2026-09-02T13:02:02.296Z] GET https://vercel.com/_next/static/immutable/chunks/1xbf45-j54xje.js → 200 (19ms, -2876B)
[2026-09-02T13:02:02.296Z] GET https://vercel.com/_next/static/immutable/chunks/2j6hz_ho_ew3v.js → 200 (19ms, -2878B)
[2026-09-02T13:02:02.296Z] GET https://vercel.com/_next/static/immutable/chunks/0yuj9t72k2_ol.js → 200 (19ms, -2878B)
[2026-09-02T13:02:02.296Z] GET https://vercel.com/_next/static/immutable/chunks/1su1dgp7lpbw3.js → 200 (19ms, -2878B)
[2026-09-02T13:02:02.296Z] GET https://vercel.com/_next/static/immutable/chunks/0te8_8m4posfd.js → 200 (19ms, -2878B)
[2026-09-02T13:02:02.296Z] GET https://vercel.com/_next/static/immutable/chunks/35t_33bvlbwnf.js → 200 (19ms, -2878B)
[2026-09-02T13:02:02.296Z] GET https://vercel.com/_next/static/immutable/chunks/33rh_6l3s79yb.js → 200 (19ms, -2878B)
[2026-09-02T13:02:02.296Z] GET https://vercel.com/_next/static/immutable/chunks/3izlv7cof065j.js → 200 (19ms, -2897B)
[2026-09-02T13:02:02.296Z] GET https://vercel.com/_next/static/immutable/chunks/21ls_dnb-d55r.js → 200 (20ms, -2878B)
[2026-09-02T13:02:02.296Z] GET https://vercel.com/_next/static/immutable/chunks/0eu67e_ir8lei.js → 200 (20ms, -2878B)
[2026-09-02T13:02:02.296Z] GET https://vercel.com/_next/static/immutable/chunks/14dvip4jrgrhm.js → 200 (20ms, -2878B)
[2026-09-02T13:02:02.296Z] GET https://vercel.com/_next/static/immutable/chunks/1upvwlgnazvpa.js → 200 (20ms, -2877B)
[2026-09-02T13:02:02.296Z] GET https://vercel.com/_next/static/immutable/chunks/18g4ka7y_lobm.js → 200 (20ms, -2878B)
[2026-09-02T13:02:02.296Z] GET https://vercel.com/_next/static/immutable/chunks/3r3pa4zknsbgi.js → 200 (20ms, -2878B)
[2026-09-02T13:02:02.296Z] GET https://vercel.com/_next/static/immutable/chunks/0el2njxh64qi4.js → 200 (?ms, -2878B)
[2026-09-02T13:02:02.296Z] GET https://vercel.com/_next/static/immutable/chunks/1xoolfjpj3t6r.js → 200 (20ms, -2877B)
[2026-09-02T13:02:02.296Z] GET https://vercel.com/_next/static/immutable/chunks/3fo3va1nxzsdt.js → 200 (20ms, -2877B)
[2026-09-02T13:02:02.297Z] GET https://vercel.com/_next/static/immutable/chunks/0hgm67lu-j_8b.js → 200 (19ms, -2878B)
[2026-09-02T13:02:02.297Z] GET https://vercel.com/_next/static/immutable/chunks/40hlzb56niv_j.js → 200 (19ms, -2878B)
[2026-09-02T13:02:02.297Z] GET https://vercel.com/_next/static/immutable/chunks/41p9_ow651x2m.js → 200 (19ms, -2878B)
[2026-09-02T13:02:02.297Z] GET https://vercel.com/_next/static/immutable/chunks/0icksyzl-024m.js → 200 (19ms, -2878B)
[2026-09-02T13:02:02.297Z] GET https://vercel.com/_next/static/immutable/chunks/3flhcz7cw314y.css → 200 (?ms, -2867B)
[2026-09-02T13:02:02.297Z] GET https://vercel.com/_next/static/immutable/chunks/1dmxf2gaqnhs0.css → 200 (?ms, -2867B)
[2026-09-02T13:02:02.587Z] GET https://vercel.com/_next/static/immutable/media/797e433ab948586e.p.1v5bejj26fx9h.woff2 → 200 (1ms, -2936B)
[2026-09-02T13:02:02.587Z] GET https://vercel.com/_next/static/immutable/media/Geist_Variable-s.p.2v-cf9syxr5ni.woff2 → 200 (1ms, -2936B)
[2026-09-02T13:02:02.594Z] GET https://vercel.com/_next/static/immutable/chunks/2gjae3r8_-oe4.js → 200 (1ms, -2878B)
[2026-09-02T13:02:02.594Z] GET https://vercel.com/_next/static/immutable/chunks/39-q1dy41xaqa.js → 200 (1ms, -2878B)
[2026-09-02T13:02:02.594Z] GET https://vercel.com/api/www/user → pending (?ms, ?B)
[2026-09-02T13:02:02.604Z] GET https://vercel.com/_next/static/immutable/chunks/20fl6tu25d853.js → 200 (3ms, -2897B)
[2026-09-02T13:02:02.605Z] GET https://vercel.com/.well-known/vercel/microfrontends/client-config → 200 (133ms, 2768B)
[2026-09-02T13:02:02.607Z] GET https://vercel.com/api/teams?permissions=true&entitlements=true&includeOrganizationMemberships=true → pending (?ms, ?B)
[2026-09-02T13:02:02.611Z] GET https://vercel.com/_next/static/immutable/chunks/2v_xga0t35xf-.js → 200 (9ms, -2878B)
[2026-09-02T13:02:02.611Z] GET https://vercel.com/_next/static/immutable/chunks/3vuaw0m6zroe4.js → 200 (9ms, -2878B)
[2026-09-02T13:02:02.619Z] POST https://vercel.com/api/jwt → pending (?ms, ?B)
[2026-09-02T13:02:02.619Z] GET https://vercel.com/_next/static/immutable/chunks/3ijg9daie-emf.js → 200 (1ms, -2878B)
[2026-09-02T13:02:02.619Z] GET https://vercel.com/_next/static/immutable/chunks/2-z3sad_mzfbc.js → 200 (1ms, -2878B)
[2026-09-02T13:02:02.619Z] GET https://vercel.com/_next/static/immutable/chunks/231v32rr20y6v.js → 200 (2ms, -2878B)
[2026-09-02T13:02:02.620Z] GET https://vercel.com/_next/static/immutable/chunks/20rc7kb51xahu.js → 200 (1ms, -2878B)
[2026-09-02T13:02:02.620Z] GET https://vercel.com/_next/static/immutable/chunks/3sypme4tl8ht3.js → 200 (1ms, -2878B)
[2026-09-02T13:02:02.620Z] GET https://vercel.com/_next/static/immutable/chunks/4202nv2_vq225.js → 200 (4ms, -2878B)
[2026-09-02T13:02:02.620Z] GET https://vercel.com/_next/static/immutable/chunks/40ckr7cr1kvqd.css → 200 (?ms, -2886B)
[2026-09-02T13:02:02.620Z] GET https://vercel.com/e62b3a9e28ed8bca/script.js → 200 (1ms, -498B)
[2026-09-02T13:02:02.620Z] GET https://vercel.com/3628f7ea4ecd82e3/script.js → 200 (1ms, -498B)
[2026-09-02T13:02:02.624Z] POST https://o205439.ingest.sentry.io/api/1323670/envelope/?sentry_key=d00780d432ac4ccf882f60dd02062e14&sentry_version=7&sentry_client=sentry.javascript.browser%2F7.111.0 → 200 (114ms, 56B)
[2026-09-02T13:02:02.634Z] GET https://vercel.com/_next/static/immutable/chunks/3fstiyr4yd--f.js → 200 (6ms, -2878B)
[2026-09-02T13:02:02.635Z] GET https://vercel.com/_next/static/immutable/chunks/1na0fham96win.js → 200 (5ms, -2878B)
[2026-09-02T13:02:02.635Z] GET https://vercel.com/_next/static/immutable/chunks/0ghsf5au59h-l.js → 200 (5ms, -2878B)
[2026-09-02T13:02:02.635Z] GET https://vercel.com/_next/static/immutable/chunks/2a0qta7c6ltvs.js → 200 (5ms, -2876B)
[2026-09-02T13:02:02.635Z] GET https://vercel.com/_next/static/immutable/chunks/04r876z-ijbeo.js → 200 (6ms, -2878B)
[2026-09-02T13:02:02.635Z] GET https://vercel.com/_next/static/immutable/chunks/1pemdi9di4bd6.js → 200 (6ms, -2878B)
[2026-09-02T13:02:02.635Z] GET https://vercel.com/_next/static/immutable/chunks/3znl3n6s197iy.js → 200 (6ms, -2878B)
[2026-09-02T13:02:02.635Z] GET https://vercel.com/_next/static/immutable/chunks/2j3uh-e4nij6z.js → 200 (6ms, -2878B)
[2026-09-02T13:02:02.635Z] GET https://vercel.com/_next/static/immutable/chunks/43nnyzzrqqelt.js → 200 (6ms, -2878B)
[2026-09-02T13:02:02.635Z] GET https://vercel.com/_next/static/immutable/chunks/0tct707lo0cfm.js → 200 (6ms, -2878B)
[2026-09-02T13:02:02.635Z] GET https://vercel.com/_next/static/immutable/chunks/0ovknsmie53us.css → 200 (6ms, -2865B)
[2026-09-02T13:02:02.811Z] GET https://vercel.com/_stream/external/cdn.sift.com/s.js → 200 (3ms, -2647B)
[2026-09-02T13:02:02.826Z] GET https://vercel.com/_stream/external/hexagon-analytics.com/images/233168.gif?bk=e0fb7b5a33&r=203222036&v=121&cs=UTF-8&h=vercel.com&l=en-US&S=40ead117b88684bbcfce8cbb766c3bfa&uu=030859c0-087c-471d-a146-5172876dc8de&t=Authorize%20App&u=https%3A%2F%2Fvercel.com%2Foauth%2Fdevice%3Fuser_code%3DRMSG-GJBT&ua=Mozilla%2F5.0%20(Macintosh%3B%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit%2F537.36%20(KHTML%2C%20like%20Gecko)%20HeadlessChrome%2F145.0.7632.6%20Safari%2F537.36&nm=0&mh=d41d8cd98f00b204e9800998ecf8427e&np=0&ph=d41d8cd98f00b204e9800998ecf8427e&sh=720&sw=1280&cd=24&p=MacIntel&to=-330&d=0&ce=true&tp=0&ol=true&pr=Gecko&ps=20030107&vd=Google%20Inc.&hc=10&je=false&ss=true&ls=true&in=true&db=false&tl=false&tr=false&ts=false&tb=false&ab=false&cf=12441b0f29196dac63ffa879ed40db10&sri=0&pf=7&inc=true&bn=Chrome&ow=1280&oh=720&wd=false&npe=denied&fph=d41d8cd98f00b204e9800998ecf8427e&fsh=1280&fsw=720&fcd=24&fp=MacIntel&ftp=0&fhc=10&fss=true&fls=true&fin=true&fad=124.04347624466754&fdm=8&fvf=&fcg=srgb&ffc=false&fm=0&fc=0&frm=false&fhdr=false&fmf=1b4539be02333d14ce0a07c372e6a7d4&fa=127&fte=false&fts=false&fce=true&fpdf=false&fl=cce16c45e622d9ceae4b626c9353ecec&ft=Asia/Calcutta&pfe=2&z=z → pending (?ms, ?B)
[2026-09-02T13:02:02.952Z] GET https://vercel.com/.well-known/vercel/microfrontends/client-config → 200 (117ms, 4441B)
[2026-09-02T13:02:02.953Z] GET https://vercel.com/legal/terms → 200 (116ms, 64304B)
[2026-09-02T13:02:03.083Z] GET https://vercel.com/legal/privacy-policy → pending (?ms, ?B)
[2026-09-02T13:02:03.374Z] GET https://www.vercel-status.com/api/v2/incidents/unresolved.json → 200 (2ms, -1309B)
[2026-09-02T13:02:03.375Z] GET https://vercel.com/api/v1/integrations/google/verify → 200 (304ms, 153B)
[2026-09-02T13:02:03.375Z] GET https://vercel.com/api/v1/integrations/apple/verify → 200 (291ms, 97B)
[2026-09-02T13:02:03.375Z] GET https://vercel.com/api/v2/registration/github-limited → 200 (290ms, 289B)
[2026-09-02T13:02:03.375Z] GET https://vercel.com/api/v2/registration/github-token → pending (?ms, ?B)
[2026-09-02T13:02:03.375Z] GET https://vercel.com/api/v1/integrations/bitbucket/verify → 200 (316ms, 97B)
[2026-09-02T13:02:03.375Z] GET https://vercel.com/api/v1/integrations/gitlab/verify → 200 (292ms, 96B)
[2026-09-02T13:02:03.375Z] GET https://vercel.com/api/v1/integrations/chatgpt/verify → 200 (292ms, 96B)
[2026-09-02T13:02:03.376Z] POST https://vercel.com/api/stream/internal → 200 (410ms, 2002B)
[2026-09-02T13:02:03.376Z] GET https://vercel.com/api/www/avatar?s=48&u=dp605702-1914&dpl=dpl_DmMxXEsHKxiwbVbcmR1og1SkkWyy → 200 (?ms, -499B)
[2026-09-02T13:02:12.950Z] POST https://vercel.com/.well-known/otel/metrics → 204 (803ms, 140B)
[2026-09-02T13:02:27.627Z] GET https://vercel.com/oauth/device?user_code=RMSG-GJBT → 200 (155ms, ?B)
[2026-09-02T13:02:27.786Z] GET https://vercel.com/_next/static/immutable/media/797e433ab948586e.p.1v5bejj26fx9h.woff2 → 200 (3ms, -2936B)
[2026-09-02T13:02:27.786Z] GET https://vercel.com/_next/static/immutable/media/Geist_Variable-s.p.2v-cf9syxr5ni.woff2 → 200 (3ms, -2936B)
[2026-09-02T13:02:27.786Z] GET https://vercel.com/_next/static/immutable/chunks/09b7duyzy2iy0.css → 200 (3ms, -2867B)
[2026-09-02T13:02:27.787Z] GET https://vercel.com/_next/static/immutable/chunks/2g2ilz99nicpn.css → 200 (2ms, -2867B)
[2026-09-02T13:02:27.787Z] GET https://vercel.com/_next/static/immutable/chunks/3-qb-ev6vlqj7.css → 200 (2ms, -2867B)
[2026-09-02T13:02:27.787Z] GET https://vercel.com/_next/static/immutable/chunks/0d1ylwbsfvw34.css → 200 (2ms, -2865B)
[2026-09-02T13:02:27.787Z] GET https://vercel.com/_next/static/immutable/chunks/0zqjlrh2-dbtl.css → 200 (2ms, -2886B)
[2026-09-02T13:02:27.787Z] GET https://vercel.com/_next/static/immutable/chunks/16pihbfozsy1r.js → 200 (7ms, -2878B)
[2026-09-02T13:02:27.787Z] GET https://vercel.com/_next/static/immutable/chunks/0gkqer3o6_q53.js → 200 (8ms, -2878B)
[2026-09-02T13:02:27.787Z] GET https://vercel.com/_next/static/immutable/chunks/2ofc2wu54zqs5.js → 200 (17ms, -2878B)
[2026-09-02T13:02:27.787Z] GET https://vercel.com/_next/static/immutable/chunks/09bognj3n0dzk.js → 200 (30ms, -2878B)
[2026-09-02T13:02:27.787Z] GET https://vercel.com/_next/static/immutable/chunks/0dywe_av5ahyp.js → 200 (9ms, -2878B)
[2026-09-02T13:02:27.787Z] GET https://vercel.com/_next/static/immutable/chunks/turbopack-39jhl194si51o.js → 200 (10ms, -2908B)
[2026-09-02T13:02:27.787Z] GET https://vercel.com/_next/static/immutable/chunks/1ghl9030pk7z4.js → 200 (17ms, -2878B)
[2026-09-02T13:02:27.787Z] GET https://vercel.com/_next/static/immutable/chunks/2_5ijns-kh-p_.js → 200 (18ms, -2878B)
[2026-09-02T13:02:27.787Z] GET https://vercel.com/_next/static/immutable/chunks/1w1609r-r8kff.js → 200 (18ms, -2878B)
[2026-09-02T13:02:27.787Z] GET https://vercel.com/_next/static/immutable/chunks/4537enm2dilf3.js → 200 (19ms, -2878B)
[2026-09-02T13:02:27.787Z] GET https://vercel.com/_next/static/immutable/chunks/1j8i0k_22fxel.js → 200 (19ms, -2878B)
[2026-09-02T13:02:27.787Z] GET https://vercel.com/_next/static/immutable/chunks/232qzp3qy0bg2.js → 200 (19ms, -2878B)
[2026-09-02T13:02:27.787Z] GET https://vercel.com/_next/static/immutable/chunks/04dvo0vl-kkp7.js → 200 (20ms, -2878B)
[2026-09-02T13:02:27.787Z] GET https://vercel.com/_next/static/immutable/chunks/31czi5jev656m.js → 200 (20ms, -2878B)
[2026-09-02T13:02:27.787Z] GET https://vercel.com/_next/static/immutable/chunks/0-cuqjr_qip93.js → 200 (20ms, -2878B)
[2026-09-02T13:02:27.787Z] GET https://vercel.com/_next/static/immutable/chunks/1c_pb9t69gdyi.js → 200 (21ms, -2878B)
[2026-09-02T13:02:27.787Z] GET https://vercel.com/_next/static/immutable/chunks/2k41i9-2rtbll.js → 200 (21ms, -2878B)
[2026-09-02T13:02:27.787Z] GET https://vercel.com/_next/static/immutable/chunks/0fuj49c3r917c.js → 200 (21ms, -2878B)
[2026-09-02T13:02:27.787Z] GET https://vercel.com/_next/static/immutable/chunks/3_wwk6xcw86de.js → 200 (22ms, -2878B)
[2026-09-02T13:02:27.787Z] GET https://vercel.com/_next/static/immutable/chunks/351t4f4jr2fjt.js → 200 (23ms, -2878B)
[2026-09-02T13:02:27.787Z] GET https://vercel.com/_next/static/immutable/chunks/0dicr_a6c53ew.js → 200 (23ms, -2878B)
